Establecimiento,Direccion,Seccion,Circuito,Mesas,Mesa desde,Mesa Hasta,electores,ID,obs,Nombre Seccion,Nombre Circuito,Ciudad,Barrio,Latitud,Longitud
IPEA 307,LIBERTAD 250,18,265A,5,6971,6975,1652,18-265A,,San Alberto,VILLA SARMIENTO,VILLA SARMIENTO,,,
ESC PROV MARIO REMORINO,PUBLICA S/N,18,265B,1,6976,6976,75,18-265B,,San Alberto,LA CORTADERA,LA CORTADERA,,,
ESC.PROV.FRAY L.BELTRAN,PUBLICA,18,265C,3,6977,6979,931,18-265C,,San Alberto,SAUCE ARRIBA,SAUCE ARRIBA,,,
ESC MARCELO T DE ALVEAR,CALLE PUBLICA S/N,18,266A,1,6985,6985,149,18-266A,,San Alberto,SAN RAFAEL,SAN RAFAEL,,,
ESC PROV NARCISO LAPRIDA,PUBLICA S/N,19,267,2,6986,6987,444,19-267,,San Javier,CONLARA,CONLARA,,,
ESC.NORMAL SARSFIELD,AV.S.MARTIN 271,19,268,16,7007,7022,5551,19-268,,San Javier,DOLORES,DOLORES,,,
ESC GENERAL SAN MARTIN,EDISON 130,19,268,14,7023,7036,4845,19-268,,San Javier,DOLORES,DOLORES,,,
ESC MARIANO MORENO,PRESIDENTE PERON 565,19,268,10,6988,6997,3482,19-268,,San Javier,DOLORES,DOLORES,,,
INST PBRO J V BRIZUELA,SARMIENTO 270,19,268,9,6998,7006,3128,19-268,,San Javier,DOLORES,DOLORES,,,
COLEGIO SAGRADO CORAZON,HORMAECHE 375,19,268,9,7044,7052,3126,19-268,,San Javier,DOLORES,DOLORES,,,
ESC DOLORES AGUIRRE DE FUNES,PEDRO C MOLINA S/N(B°TRADICION,19,268,8,7061,7068,2780,19-268,,San Javier,DOLORES,DOLORES,,,
ESC C CENTENARIO-IPEM N° 146,PEDRO C MOLINA 145,19,268,8,7053,7060,2770,19-268,,San Javier,DOLORES,DOLORES,,,
ESC MANUEL BELGRANO,AV BELGRANO 1399,19,268,7,7037,7043,2423,19-268,,San Javier,DOLORES,DOLORES,,,
ESC PROV JOSE M PAZ,VELEZ SARSFIELD Y BRAULIO FUNES,19,269,6,7073,7078,1904,19-269,,San Javier,LA PAZ,LA PAZ,,,
INST JUAN BAUTISTA ALBERDI,12 DE OCTUBRE 30,19,269,4,7069,7072,1267,19-269,,San Javier,LA PAZ,LA PAZ,,,
ESC MAGDALENA T DE CHARLES,CHAMPAQUI 283,19,270,10,7082,7091,3495,19-270,,San Javier,LAS ROSAS,LAS ROSAS,,,
INST. VILLA DE LAS ROSAS,AV BELGRANO 350,19,270,4,7092,7095,1397,19-270,,San Javier,LAS ROSAS,LAS ROSAS,,,
ESC LEOPOLDO LUG0NES,CALLE PUBLICA S/N,19,271,5,7096,7100,1706,19-271,,San Javier,LAS TAPIAS,LAS TAPIAS,,,
ESC JOSE DE SAN MARTIN,GRAL SAN MARTIN S/N,19,272,4,7101,7104,1312,19-272,,San Javier,LOS HORNILLOS,LOS HORNILLOS,,,
ESC.PROV.EMILIO F.OLMOS,CALLE PUBLICA S/N,19,273,4,7105,7108,1308,19-273,,San Javier,LUYABA,LUYABA,,,
ESC GENERAL SAN MARTIN,CALLE PUBLICA S/N,19,274,3,7109,7111,956,19-274,,San Javier,SAN JAVIER,SAN JAVIER,,,
ESC EMILIO FELIPE OLMOS,AV SAN MARTIN S/N,19,275,7,7114,7120,2161,19-275,,San Javier,SAN JOSE,SAN JOSE,,,
ESC GENERAL SAN MARTIN,PUBLICA,19,276,4,7128,7131,1218,19-276,,San Javier,YACANTO,YACANTO,,,
ESC.PROV.J.M.ESTRADA,PUBLICA,19,269A,2,7079,7080,444,19-269A,,San Javier,QUEBRACHO LADEADO,QUEBRACHO LADEADO,,,
ESC PROV JUAN JOSE PASO,RUTA NACIONAL 148 S/N,19,269B,1,7081,7081,36,19-269B,,San Javier,EL MANANTIAL,EL MANANTIAL,,,
ESC MANUEL CABRAL DE TERZAGA,RUTA PROVINCIAL 14,19,274A,2,7112,7113,504,19-274A,,San Javier,LA POBLACION,LA POBLACION,,,
ESC GENERAL BARTOLOME MITRE,AV JUAN PERON      S/N,19,275A,7,7121,7127,2389,19-275A,,San Javier,LOS CERRILLOS,LOS CERRILLOS,,,
ESC FRAY CAYETANO RODRIGUEZ,MITRE 718,20,277,5,7136,7140,1612,20-277,,San Justo,ALICIA,ALICIA,,,
ESC JOSE MANUEL ESTRADA,LA RIOJA 527,20,277,4,7132,7135,1289,20-277,,San Justo,ALICIA,ALICIA,,,
ESC.PROV.RECONQUISTA,SARMIENTO 543,20,278,6,7141,7146,1890,20-278,,San Justo,ALTOS DE CHIPION,ALTOS DE CHIPION,,,
INST DR D VELEZ SARSFIELD,BERNARDO ERB 320,20,279,15,7168,7182,5174,20-279,,San Justo,ARROYITO,ARROYITO,,,
ESCUELA N°198(ESC GIMENEZ LAGO,ARROYITO,20,279,14,7183,7196,4815,20-279,,San Justo,ARROYITO,ARROYITO,,,
ESC MANUEL BELGRANO,RIVADAVIA 473,20,279,12,7147,7158,4146,20-279,,San Justo,ARROYITO,ARROYITO,,,
ESC JOSE MARIA PAZ,VELEZ SARSFILD 1049,20,279,9,7159,7167,3106,20-279,,San Justo,ARROYITO,ARROYITO,,,
CERVELLON/NTRA S DE LA MERCED,9 DE JULIO 465,20,279,9,7197,7205,3100,20-279,,San Justo,ARROYITO,ARROYITO,,,
ESC PABLO JULIO RODRIGUEZ,GENERAL LAVALLE 150,20,280,7,7214,7220,2335,20-280,,San Justo,BALNEARIA,BALNEARIA,,,
ESC VICENTE LOPEZ Y PLANES,25 DE MAYO 271,20,280,6,7208,7213,2003,20-280,,San Justo,BALNEARIA,BALNEARIA,,,
INST JUAN BAUTISTA ALBERDI,SAN JOSE 66,20,280,4,7221,7224,1336,20-280,,San Justo,BALNEARIA,BALNEARIA,,,
ESCUELA N°349(ESC JUAN BEIRO),CALLE PUBLICA S/N,20,281,1,7225,7225,180,20-281,,San Justo,BEIRO,BEIRO,,,
ESC 25 DE MAYO,25 DE MAYO 975,20,282,10,7233,7242,3385,20-282,,San Justo,BRINKMANN,BRINKMANN,,,
IPETIN 262 BELISARIO ROLDAN,DR PITT FUNES 547,20,282,9,7243,7251,3034,20-282,,San Justo,BRINKMANN,BRINKMANN,,,
COLEGIO MANUEL BELGRANO,AV SEEBER 317,20,282,7,7226,7232,2365,20-282,,San Justo,BRINKMANN,BRINKMANN,,,
ESC.PROV.M.MORENO,TUCUMAN 483,20,283,6,7252,7257,1818,20-283,,San Justo,CONCEPCION,CONCEPCION,,,
ESC CARLOS J FLORIT,ALMIRANTE BROWN 83,20,285,10,7259,7268,3285,20-285,,San Justo,DEVOTO,DEVOTO,,,
ESC DOMINGO F SARMIENTO,SARMIENTO 325,20,285,7,7269,7275,2297,20-285,,San Justo,DEVOTO,DEVOTO,,,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,20,286,1,7276,7276,165,20-286,,San Justo,DIEZ DE JULIO,DIEZ DE JULIO,,,
ESC PROV L DE LA TORRE,PUBLICA S/N,20,287,1,7277,7277,148,20-287,,San Justo,DOS HERMANOS,DOS HERMANOS,,,
ESC PROV CHACABUCO,25 DE MAYO 381,20,288,6,7278,7283,1997,20-288,,San Justo,EL ARAÑADO,EL ARAÑADO,,,
ESC PROV DOMINGO F SARMIENTO,MATEO OLIVERO 576,20,289,4,7285,7288,1175,20-289,,San Justo,EL FORTIN,EL FORTIN,,,
IPEM N°166 CAP G DEL VALLE,CAPITAN GABRIEL DEL VALLE 152,20,290,3,7292,7294,978,20-290,,San Justo,EL TIO,EL TIO,,,
ESC PROV JOSE MARIA PAZ,15 DE OCTUBRE 588,20,290,3,7289,7291,977,20-290,,San Justo,EL TIO,EL TIO,,,
ESC FLORENTINO AMEGHINO,AV BELGRANO 169,20,291,10,7303,7312,3418,20-291,,San Justo,FREYRE,FREYRE,,,
COL STA TERESITA DEL N JESUS,BV 12 DE OCTUBRE 681,20,291,8,7295,7302,2728,20-291,,San Justo,FREYRE,FREYRE,,,
ESC THOMAS ALVA EDISON,CALLE PUBLICA S/N,20,292,1,7314,7314,115,20-292,,San Justo,ITURRASPE,ITURRASPE,,,
ESC PROV DAMAS PATRICIAS,BV CORDOBA 101,20,293,6,7320,7325,1968,20-293,,San Justo,LA FRANCIA,LA FRANCIA,,,
INST COM SEC LA FRANCIA,24 DE SEPTIEMBRE 493,20,293,5,7315,7319,1642,20-293,,San Justo,LA FRANCIA,LA FRANCIA,,,
ESC PROV MARIANO MORENO,ALMIRANTE BROWN 231,20,294,3,7326,7328,1033,20-294,,San Justo,LA PAQUITA,LA PAQUITA,,,
ESC MARGARITA LA TORRE MERCADO,8 DE SEPTIEMBRE 107,20,295,5,7330,7334,1581,20-295,,San Justo,LA TORDILLA,LA TORDILLA,,,
IPEM N°287-L LUGONES,RIVADAVIA 91,20,296,7,7336,7342,2374,20-296,,San Justo,LASPIUR,LASPIUR,,,
ESC PROV MARIANO MORENO,GABRIELA MISTRAL 318,20,297,4,7343,7346,1194,20-297,,San Justo,LAS VARAS,LAS VARAS,,,
ESC NORM SUP D VELEZ SARSFIELD,ESCRIBANO LUIS MORELLI 188,20,298,19,7347,7365,6481,20-298,,San Justo,LAS VARILLAS,LAS VARILLAS,,,
ESC BARTOLOME MITRE,SGTO CABRAL 521,20,298,10,7381,7390,3398,20-298,,San Justo,LAS VARILLAS,LAS VARILLAS,,,
ESC BERNARDINO RIVADAVIA,INDEPENDENCIA 294,20,298,8,7373,7380,2724,20-298,,San Justo,LAS VARILLAS,LAS VARILLAS,,,
ESCUELA GRAL PAZ,BUENOS AIRES 460,20,298,7,7366,7372,2384,20-298,,San Justo,LAS VARILLAS,LAS VARILLAS,,,
ESC CONSTANCIO LUXARDO,PUBLICA S/N,20,299,2,7391,7392,369,20-299,,San Justo,LUXARDO,LUXARDO,,,
INST SEC MANUEL DORREGO,SARMIENTO 295,20,300,4,7393,7396,1144,20-300,,San Justo,MARINA,MARINA,,,
ESC.REP DEL PARAGUAY,25 DE MAYO 299,20,301,6,7397,7402,1745,20-301,,San Justo,MARULL,MARULL,,,
ESC PROV GRAL SAN MARTIN,PUBLICA S/N,20,302,1,7403,7403,126,20-302,,San Justo,MAUNIER,MAUNIER,,,
ESC.PROV.J.L.DE CABRERA,INDEPENDENCIA 288,20,303,7,7404,7410,2208,20-303,,San Justo,MIRAMAR,MIRAMAR,,,
COLEGIO NACIONAL MIXTO,DORREGO 859,20,304,15,7411,7425,5156,20-304,,San Justo,MORTEROS,MORTEROS,,,
ESC D VELEZ SARSFIELD,EMILIO F OLMOS 375,20,304,11,7426,7436,3781,20-304,,San Justo,MORTEROS,MORTEROS,,,
ESCUELA CRISTO REY,BV 9 DE JULIO 1008,20,304,10,7437,7446,3427,20-304,,San Justo,MORTEROS,MORTEROS,,,
INST ALBERTO IN AEBNIT,SERAFIN RESTA 223,20,304,7,7447,7453,2396,20-304,,San Justo,MORTEROS,MORTEROS,,,
ESC BERNARDINO RIVADAVIA,SARMIENTO 208,20,304,6,7454,7459,2052,20-304,,San Justo,MORTEROS,MORTEROS,,,
INST BERNARDINO RIVADAVIA,SARMIENTO 217,20,305,8,7460,7467,2738,20-305,,San Justo,PORTEÑA,PORTEÑA,,,
ESC PROV 9 DE JULIO,AV CORDOBA 117,20,305,7,7468,7474,2386,20-305,,San Justo,PORTEÑA,PORTEÑA,,,
ESC PROV SANTIAGO DERQUI,JUAREZ CELMAN 357,20,306,2,7475,7476,547,20-306,,San Justo,PROSPERIDAD,PROSPERIDAD,,,
ESC.PROV.AYACUCHO,SARMIENTO,20,307,2,7477,7478,697,20-307,,San Justo,QUEBRACHO HERRADO,QUEBRACHO HERRADO,,,
ESCUELA ITUZAINGO,ITUZAINGO 251,20,308,5,7483,7487,1625,20-308,,San Justo,SACANTA,SACANTA,,,
INST MANUEL BELGRANO,BELGRANO 960,20,308,4,7479,7482,1303,20-308,,San Justo,SACANTA,SACANTA,,,
ESC PROV PRIMERA JUNTA,9 DE JULIO 576,20,309,6,7488,7493,1981,20-309,,San Justo,SAN BARTOLOME,SAN BARTOLOME,,,
ESCUELA N AVELLANEDA,RIVADAVIA 648,20,310,16,7549,7564,5518,20-310,,San Justo,SAN FRANCISCO SECC. SUR,San Francisco,,,
ESC EMILIO F OLMOS (IPEM N°50),RIVADAVIA 679,20,310,13,7494,7506,4489,20-310,,San Justo,SAN FRANCISCO SECC. SUR,San Francisco,,,
COL SUP SAN MARTIN,PJE CHAMPAGNAT (SUR) 57,20,310,13,7516,7528,4483,20-310,,San Justo,SAN FRANCISCO SECC. SUR,San Francisco,,,
ESCUELA RIO NEGRO,CASEROS 518,20,310,11,7538,7548,3781,20-310,,San Justo,SAN FRANCISCO SECC. SUR,San Francisco,,,
ESCUELA RAFAEL NUÑEZ,PARAGUAY 1776,20,310,9,7565,7573,3112,20-310,,San Justo,SAN FRANCISCO SECC. SUR,San Francisco,,,
ESC GENERAL MITRE,SANTA FE 538,20,310,9,7507,7515,3101,20-310,,San Justo,SAN FRANCISCO SECC. SUR,San Francisco,,,
ESCUELA 2 DE ABRIL,FALUCHO Y PEATONAL LARREA N S/N,20,310,9,7529,7537,3099,20-310,,San Justo,SAN FRANCISCO SECC. SUR,San Francisco,,,
ESC ELSA MOLINA DE CODO,9 DE JULIO      S/N,20,311,1,7658,7658,249,20-311,,San Justo,SAN PEDRO,SAN PEDRO,,,
ESC.PROV.J.DE SAN MARTIN,CALLE PUBLICA S/N,20,312,1,7659,7659,17,20-312,,San Justo,SAUZE,SAUZE,,,
ESCUELA N°149(HOY:JOSE SEEBER),SAN PANTALEON 425,20,313,3,7660,7662,721,20-313,,San Justo,SEEBER,SEEBER,,,
ESC PROV R GUTIERREZ,POETA LUGONES 88,20,314,10,7663,7672,3139,20-314,,San Justo,TRANSITO,TRANSITO,,,
COL MARIA AUXILIADORA,ANA PASSADORE 611,20,315,3,7673,7675,718,20-315,,San Justo,VIGNAUD,VIGNAUD,,,
ESC PROV ALTE GUILLERMO BROWN,ALICIA ROSSI 441,20,279A,2,7206,7207,372,20-279A,,San Justo,EL FUERTECITO,EL FUERTECITO,,,
ESC CONGRESO DE TUCUMAN,COLONIA PICHANAS,20,283A,1,7258,7258,182,20-283A,,San Justo,COLONIA PICHANAS,COLONIA PICHANAS,,,
ESCUELA PROV. ANTONIO SOBRAL,PUBLICA,20,288A,1,7284,7284,293,20-288A,,San Justo,VILLA SAN ESTEBAN,VILLA SAN ESTEBAN,,,
ESC PROV RAMON J CARCANO,PUBLICA S/N,20,291A,1,7313,7313,78,20-291A,,San Justo,COLONIA ANITA,COLONIA ANITA,,,
ESC PROV NICOLAS AVELLANEDA,SARMIENTO S/N,20,294A,1,7329,7329,169,20-294A,,San Justo,COLONIA VALTELINA,COLONIA VALTELINA,,,
ESC.PROV.J.M.ESTRADA,AV LOS PINARES S/N,20,295A,1,7335,7335,316,20-295A,,San Justo,TORO PUJIO,TORO PUJIO,,,
ESC JOSE BERRNARDO ITURRASPE,CABRERA 1736,20,310A,17,7574,7590,5831,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
ESC PTE HIPOLITO IRIGOYEN,JUJUY 205,20,310A,13,7627,7639,4466,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
ESC JOSE MARIA PAZ,REPUBLICA DEL LIBANO 1049,20,310A,12,7640,7651,4124,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
ESCUELA PRIMERA JUNTA,ENTRE RIOS 2505,20,310A,11,7616,7626,3779,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
ESC DOMINGO F SARMIENTO,ALMAFUERTE 104,20,310A,10,7591,7600,3429,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
COL SAN FCO DE ASIS,JUAN JOSE PASO 1650,20,310A,9,7601,7609,3091,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
COLEGIO SAGRADO CORAZON,25 DE MAYO 1414,20,310A,6,7610,7615,2065,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
INST PASCUAL BAILON SOSA,AV TRIGUEROS 151,20,310A,6,7652,7657,2065,20-310A,,San Justo,SAN FRANCISCO SECC. NORTE,San Francisco,,,
I.P.E.M. N° 298,RAFAEL LOZADA 53,21,316,14,7746,7759,4868,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESCUELA CURA ELEODORO FIERRO,RAMON J CARCANO 135,21,316,13,7760,7772,4501,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESC COMANDANTE ESPORA,3 DE FEBRERO 362,21,316,12,7676,7687,4175,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESC NAC NORM SUP ALTA GRACIA,JOSE HERNANDEZ 201,21,316,10,7719,7728,3476,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
INST DE LA MISERICORDIA,PADRE DOMINGO VIERA 151,21,316,10,7702,7711,3469,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESCUELA SAN MARTIN,URUGUAY 200,21,316,9,7729,7737,3124,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESCUELA JOSE MARIA PAZ,PERALTA 80,21,316,9,7781,7789,3117,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESC REPUBLICA ITALIANA,MAESTRO JOSE GUTIERREZ (LALAHENES) 127,21,316,8,7738,7745,2782,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESC VICTOR MERCANTE,ANATOLE FRANCE 360,21,316,8,7688,7695,2782,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESC SANTIAGO DE LINIERS,AV DE MAYO Y ESMERALDA,21,316,8,7790,7797,2777,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESCUELA MANUEL SOLARES,ESPAÑA 26,21,316,8,7773,7780,2772,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
INST SUP ANGLO AMERICANO,BV CARLOS PELLEGRINI 637,21,316,7,7712,7718,2433,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
INST EL OBRAJE (ARRIBA),NIETO 17,21,316,6,7696,7701,2083,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESC PTE HIPOLITO IRIGOYEN,RIVADAVIA 49,21,316,5,7798,7802,1736,21-316,,Santa María,ALTA GRACIA,ALTA GRACIA,,,
ESC PROV B DE MONTEAGUDO,CALLE PUBLICA P/ANIZACATE,21,317,2,7853,7854,354,21-317,,Santa María,BAJO CHICO,BAJO CHICO,,,
ESC.PROV.FRENCH Y BERUTTI,SARMIENTO Y BERUTTI,21,318,2,7855,7856,644,21-318,,Santa María,RAFAEL GARCIA,RAFAEL GARCIA,,,
ESC DR FLORENTINO F BUSTOS,LIBERTADOR SAN MARTIN,21,319,5,7857,7861,1587,21-319,,Santa María,BOUWER,BOUWER,,,
OLEGARIO V ANDRADE (CIRC 322),PUBLICA S/N -COSME NORTE,21,320,1,7862,7862,26,21-320,,Santa María,BUENA VISTA,BUENA VISTA,,,
ESC PROV OLEGARIO V ANDRADE,PUBLICA S/N,21,322,1,7863,7863,52,21-322,,Santa María,COSME,COSME,,,
INSTITUTO PRIVADO PIO XII,PADRE BUTELER 229,21,323,10,7864,7873,3330,21-323,,Santa María,DESPEÑADEROS,DESPEÑADEROS,,,
ESC PROV 25 DE MAYO,CONGRESO 235,21,323,8,7874,7881,2660,21-323,,Santa María,DESPEÑADEROS,DESPEÑADEROS,,,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,21,324,5,7882,7886,1433,21-324,,Santa María,FALDA DEL CARMEN,FALDA DEL CARMEN,,,
ESC.PROV.B.RIVADAVIA,SARMIENTO 441,21,325,5,7887,7891,1419,21-325,,Santa María,LOZADA,LOZADA,,,
ESC PROV MANUEL BELGRANO,GRAL BUSTOS 700,21,326,13,7892,7904,4366,21-326,,Santa María,MALAGUEÑO,MALAGUEÑO,,,
I.P.E.M.67-L.PIEDRABUENA,PADRE CARLOS MORELLA 904,21,326,9,7905,7913,3020,21-326,,Santa María,MALAGUEÑO,MALAGUEÑO,,,
ESC.DELL'ARMELLINA,ITALIA,21,327,2,7939,7940,480,21-327,,Santa María,MONTE RALO,MONTE RALO,,,
ESC IPEM 32-EST POT DE GARAY,LAS MONJITAS S/N,21,328,5,7941,7945,1460,21-328,,Santa María,POTRERO DE GARAY,POTRERO DE GARAY,,,
ESC.PROV.J.B.CABRAL,PUBLICA,21,329,1,7949,7949,209,21-329,,Santa María,SAN CLEMENTE,SAN CLEMENTE,,,
ESC.PROV.M.MORENO,PUBLICA,21,330,2,7950,7951,657,21-330,,Santa María,SAN ISIDRO,SAN ISIDRO,,,
ESC PROV JUAN B ALBERDI,TOLEDO,21,331,8,7954,7961,2693,21-331,,Santa María,TOLEDO,TOLEDO,,,
IPEM 107 REINO DE ESPAÑA,TOLEDO,21,331,7,7962,7968,2357,21-331,,Santa María,TOLEDO,TOLEDO,,,
ESC VICENTE LOPEZ Y PLANES,ANIZACATE,21,316A,7,7809,7815,2280,21-316A,,Santa María,ANIZACATE,ANIZACATE,,,
IPEM N° 118-JUANA AZURDUY,SALOMON PALACIOS,21,316A,6,7803,7808,1961,21-316A,,Santa María,ANIZACATE,ANIZACATE,,,
JARDIN VICENTE LOPEZ Y PLANES,RUTA E 56,21,316A,2,7816,7817,653,21-316A,,Santa María,ANIZACATE,ANIZACATE,,,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,21,316B,1,7818,7818,181,21-316B,,Santa María,LA PAISANITA,LA PAISANITA,,,
LOCAL COMUNAL,LA RANCHERITA,21,316C,1,7819,7819,175,21-316C,,Santa María,LA RANCHERITA,LA RANCHERITA,,,
ESC GENERAL MANUEL BELGRANO,SAN AGUSTIN S/N,21,316D,2,7820,7821,479,21-316D,,Santa María,LA SERRANITA,LA SERRANITA,,,
ESC PROV CATALINA E DE BARON,ANICETO GRANADO S/N,21,316E,4,7822,7825,1241,21-316E,,Santa María,LOS CEDROS,LOS CEDROS,,,
IPET N°118 AZURDUY (CIRC 316A),SALOMON PALACIOS S/N,21,316F,4,7826,7829,1121,21-316F,,Santa María,VALLE DE ANIZACATE,VALLE DE ANIZACATE,,,
ESC.PROV.J.HERNANDEZ,CALLE 10 ESQ AV N 5,21,316G,6,7830,7835,1903,21-316G,,Santa María,VILLA EL PRADO,VILLA EL PRADO,,,
ESCUELA ATAHULPA YUPANQUI,MISIONES   S/N,21,316H,4,7836,7839,1157,21-316H,,Santa María,VILLA LA BOLSA,VILLA LA BOLSA,,,
ESC PROV DOMINGO F SARMIENTO,LOS CRESPONES 308,21,316I,3,7840,7842,1029,21-316I,,Santa María,VILLA LOS AROMOS,VILLA LOS AROMOS,,,
IPET 334,AV RIVADARIA S/N,21,316J,10,7843,7852,3156,21-316J,,Santa María,VILLA PARQUE SANTA ANA,VILLA PARQUE SANTA ANA,,,
COLEGIO JUAN XXIII,BRIGADIER SAN MARTIN 231,21,326A,7,7914,7920,2299,21-326A,,Santa María,YOCSINA,YOCSINA,,,
ESC PROV GABRIELA MISTRAL,MARCELO GARLOT,21,326A,3,7921,7923,985,21-326A,,Santa María,YOCSINA,YOCSINA,,,
ESC PROV FRAY J S MARIA DE ORO,CRUCERO GENERAL BELGRANO S/N,21,326B,6,7924,7929,1918,21-326B,,Santa María,BARRIO PRIMERO DE MAYO,BARRIO PRIMERO DE MAYO,,,
ESC MARTIN M DE GUEMES,A CASTELLANO,21,326C,7,7930,7936,2193,21-326C,,Santa María,SAN NICOLAS,SAN NICOLAS,,,
JARDIN MARTIN M DE GUEMES,A CASTELLANOS S/N,21,326C,2,7937,7938,627,21-326C,,Santa María,SAN NICOLAS,SAN NICOLAS,,,
ESC.PROV.J.V.GONZALEZ,RUTA N 5 KM 54,21,328B,3,7946,7948,914,21-328B,,Santa María,VILLA CIUDAD DE AMERICA,VILLA CIUDAD DE AMERICA,,,
ESCUELA DE MINERIA,R J CARCANO,21,330A,2,7952,7953,634,21-330A,,Santa María,JOSE DE LA QUINTANA,JOSE DE LA QUINTANA,,,
ESC.PROV.FCO.PASCACIO MORENO,CALLE PUBLICA S/N,22,332,2,7969,7970,560,22-332,,Sobremonte,POZO NUEVO,POZO NUEVO,,,
ESC V LOPEZ Y PLANES,INDEPENDENCIA S/N,22,333,2,7971,7972,439,22-333,,Sobremonte,CAMINIAGA,CAMINIAGA,,,
ESC PROV MARIANO MORENO,PUBLICA S/N,22,334,1,7973,7973,333,22-334,,Sobremonte,CHUÑAHUASI,CHUÑAHUASI,,,
IPEM 63 R DE ITALIA EX IPET 17,SARMIENTO 84,22,335,9,7974,7982,2784,22-335,,Sobremonte,CHAÑAR,CHAÑAR,,,
COL NAC JOSE M ESTRADA,URUGUAY 55,23,336,13,7983,7995,4464,23-336,,Tercero Arriba,ALMAFUERTE,ALMAFUERTE,,,
ESC REMEDIOS E DE SAN MARTIN,CASTELLI 590,23,336,11,7996,8006,3788,23-336,,Tercero Arriba,ALMAFUERTE,ALMAFUERTE,,,
IPEM N° 299-DR S E NAUMCHIK,SANTIAGO DEL ESTERO ESQ.FRAGUEIRO 973,23,336,7,8007,8013,2410,23-336,,Tercero Arriba,ALMAFUERTE,ALMAFUERTE,,,
ESC.M.G.PONCE,DUSSAN ALACEVICH 86,23,337,7,8014,8020,2284,23-337,,Tercero Arriba,ASCASUBI,ASCASUBI,,,
ESC PROV GRAL J DE SAN MARTIN,PABLO A PIZZURNO 149,23,338,5,8023,8027,1712,23-338,,Tercero Arriba,CORRALITO,CORRALITO,,,
ESC PROV FRAY LUIS BELTRAN,JUANA AZURDUY 283,23,339,5,8028,8032,1460,23-339,,Tercero Arriba,DALMACIO VELEZ,DALMACIO VELEZ,,,
ESC PABLO A PIZZURNO,GENERAL PAZ 495,23,340,9,8046,8054,3091,23-340,,Tercero Arriba,HERNANDO,HERNANDO,,,
ESC GOB J F JAVIER DIAZ,25 DE MAYO 678,23,340,7,8033,8039,2404,23-340,,Tercero Arriba,HERNANDO,HERNANDO,,,
ESC LA STMA TRINIDAD,COLON 102,23,340,7,8055,8061,2396,23-340,,Tercero Arriba,HERNANDO,HERNANDO,,,
COLEGIO DIVINO CORAZON,25 DE MAYO 100,23,340,6,8040,8045,2058,23-340,,Tercero Arriba,HERNANDO,HERNANDO,,,
ESC PROV J M SALGUEIRO,PASTEUR 182,23,341,8,8068,8075,2652,23-341,,Tercero Arriba,JAMES CRAIK,JAMES CRAIK,,,
INST SEC JOSE M ESTRADA,AV SABATINI 274,23,341,6,8062,8067,1983,23-341,,Tercero Arriba,JAMES CRAIK,JAMES CRAIK,,,
ESC CNEL DOMINGO GAY,SAN LUIS Y GENERAL PAZ S/N,23,342,7,8082,8088,2376,23-342,,Tercero Arriba,LAS PERDICES,LAS PERDICES,,,
ESC PROV DOMINGO F SARMIENTO,SARMIENTO 724,23,342,6,8076,8081,2037,23-342,,Tercero Arriba,LAS PERDICES,LAS PERDICES,,,
ESC VICENTE LOPEZ Y PLANES,SAN MARTIN 346,23,343,2,8089,8090,626,23-343,,Tercero Arriba,LOS ZORROS,LOS ZORROS,,,
C0LEGIO SAGRADO CORAZON,DON BOSCO 360,23,344,13,8098,8110,4446,23-344,,Tercero Arriba,OLIVA,OLIVA,,,
ESCUELA NAC.DE COMERCIO,OLIVA,23,344,13,8111,8123,4427,23-344,,Tercero Arriba,OLIVA,OLIVA,,,
ESC PROV BARTOLOME MITRE,ALVEAR 320,23,344,7,8091,8097,2389,23-344,,Tercero Arriba,OLIVA,OLIVA,,,
