Establecimiento,Direccion,Seccion,Circuito,Mesas,Mesa desde,Mesa Hasta,electores,ID,obs,Nombre Seccion,Nombre Circuito,Ciudad,Barrio,Latitud,Longitud
ESC HENOCH D AGUIAR,J DE OLMEDO 650,1,13A,10,2498,2507,3477,1-13A,,Capital,AYACUCHO,Córdoba,,,
ESC FRANCISCO A RIZZUTO,FDO DE LESSEPS 140,1,13A,10,2508,2517,3473,1-13A,,Capital,AYACUCHO,Córdoba,,,
ESC MUNIC DR P CARANDE CARRO,MARTINEZ PAZ 80,1,13A,5,2541,2545,1736,1-13A,,Capital,AYACUCHO,Córdoba,,,
ESC FLORENCIO SANCHEZ,RUTA 111 KM 12,1,13B,1,2546,2546,116,1-13B,,Capital,EL GATEADO,Córdoba,,,
COLEGIO HORTUS CONCLUSUS,GIANELLI 551,1,13C,11,2576,2586,3743,1-13C,,Capital,GENERAL BUSTOS,Córdoba,,,
ESC ALEJO CARMEN GUZMAN,AUGUSTO LOPEZ 643,1,13C,11,2565,2575,3743,1-13C,,Capital,GENERAL BUSTOS,Córdoba,,,
ESC CAPITAL FEDERAL,MAURICIO YADAROLA 653,1,13C,11,2547,2557,3739,1-13C,,Capital,GENERAL BUSTOS,Córdoba,,,
ESC CRISTO REY,CURA BROCHERO 753,1,13C,7,2558,2564,2370,1-13C,,Capital,GENERAL BUSTOS,Córdoba,,,
ESC MUNIC J GONZALEZ,EL CRESPIN S/N,1,13D,8,2587,2594,2792,1-13D,,Capital,JARDIN ARENALES,Córdoba,,,
ESC REPUBLICA DE LA INDIA,CNO MONTE CRISTO KM 5,1,13E,4,2595,2598,1266,1-13E,,Capital,LA DOROTEA,Córdoba,,,
ESC MODELO RACING,ANTONIO YUDICELLO EX TREDENTINA 2160,1,13F,9,2599,2607,3046,1-13F,,Capital,NUEVA ITALIA,Córdoba,,,
ESC SGTO CABRAL,P DE LEDESMA 1755,1,13F,8,2608,2615,2708,1-13F,,Capital,NUEVA ITALIA,Córdoba,,,
IPEM 159.ARISTOBULO DEL VALLE,DIAZ COLODRERO 2586,1,13F,6,2616,2621,2028,1-13F,,Capital,NUEVA ITALIA,Córdoba,,,
ESC ESPIRITU SANTO,ISAAC 4847,1,13G,25,2636,2660,8620,1-13G,,Capital,PARQUE LICEO,Córdoba,,,
ESC  RICARDO ROJAS,ALFONCINA STORNI  ESQ ZORRILLA SM 820,1,13G,14,2622,2635,4826,1-13G,,Capital,PARQUE LICEO,Córdoba,,,
ESC. PRIMARIA EVA DUARTE,BARTOLOME HIDALGO ESQ AMEGHINO 1050,1,13G,8,2668,2675,2750,1-13G,,Capital,PARQUE LICEO,Córdoba,,,
ESC MUNIC GDOR A ZANICHELLI,STORNI 1300,1,13G,7,2661,2667,2412,1-13G,,Capital,PARQUE LICEO,Córdoba,,,
IPEM 21 ALFONSINA STORNI,BARTOLOME HIDALGO/ATALIVA HERRERA,1,13G,1,2676,2676,344,1-13G,,Capital,PARQUE LICEO,Córdoba,,,
COL HIJAS DE MARIA INMACULADA,MADRE BRIGIDA PASTORINO 2733,1,13H,15,2688,2702,5131,1-13H,,Capital,PATRICIOS,Córdoba,,,
ESC MANUEL BELGRANO,ABRAMO 2545,1,13H,12,2711,2722,4096,1-13H,,Capital,PATRICIOS,Córdoba,,,
ESC JOSE MARIA PAZ,USANDIVARAS 2254,1,13H,11,2677,2687,3773,1-13H,,Capital,PATRICIOS,Córdoba,,,
ESC PARROQUIAL SAN ROQUE,USANDIVARAS 2050,1,13H,8,2703,2710,2731,1-13H,,Capital,PATRICIOS,Córdoba,,,
ESC MUNIC DR D LATELLA FRIAS,EUSTAQUI DIAZ VELEZ 2500,1,13H,4,2723,2726,1370,1-13H,,Capital,PATRICIOS,Córdoba,,,
ESC MUNIC JORGE LUIS BORGES,BARRANCA DEL PARANA 3193,1,13I,7,2727,2733,2358,1-13I,,Capital,SAN JORGE,Córdoba,,,
ESC MUNIC DR ALFREDO ORGAZ,JULIAN LAGUNA 2600,1,13I,7,2734,2740,2355,1-13I,,Capital,SAN JORGE,Córdoba,,,
ESC MUNIC. MONSEÑOR ANGELELLI,FEDERICO RAUCH 2790,1,13I,4,2741,2744,1348,1-13I,,Capital,SAN JORGE,Córdoba,,,
ESC VICENTE F LOPEZ,TISSERA 1551,1,13J,15,2801,2815,5159,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
ESC CURA BROCHERO,JAMAICA 967,1,13J,12,2756,2767,4139,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
I.P.E.T N° 70,AV JUAN B JUSTO 4350,1,13J,12,2824,2835,4136,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
ESC JUSTO PAEZ MOLINA,J MONTAÑO 1350,1,13J,12,2789,2800,4132,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
ESC PARROQUIAL L STUCCHI BAUDO,PAYSANDU 860,1,13J,12,2777,2788,4132,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
ESC A CAPDEVILA/ DR. B HOUSEY,A CAPDEVILA 724,1,13J,11,2745,2755,3786,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
ESC GDOR H DEL CASTILLO,GELLY Y OBES 3110,1,13J,9,2768,2776,3112,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
ESC MUNIC J A PAREDES,FCO DEL PRADO 3900,1,13J,8,2816,2823,2749,1-13J,,Capital,VILLA AZALAIS,Córdoba,,,
DR JOSE RAMON IBAÑEZ,CAPDEVILLA KM 9 1/2,1,13K,7,2836,2842,2333,1-13K,,Capital,VILLA ESQUIU,Córdoba,,,
ESC JORGE WASHINGTON ABALOS,AV JUAN B JUSTO RUTA 9 NORTE 8500,1,13L,2,2843,2844,452,1-13L,,Capital,VILLA GRAN PARQUE,Córdoba,,,
ESC OLEGARIO V ANDRADE,CNO SGO DEL ESTERO KM 7 1/2,1,13M,2,2845,2846,409,1-13M,,Capital,CAMINO A COLONIA TIROLESA,Córdoba,,,
ESC DR ANTONIO NORES,JULIO DE VEDIA 2353,1,13N,13,2847,2859,4369,1-13N,,Capital,YOFRE,Córdoba,,,
ESC MATEO J LUQUE,JACINTO DE ALTOLAGUIRRE 2089,1,13N,9,2860,2868,3024,1-13N,,Capital,YOFRE,Córdoba,,,
ESC. CARLOS TAGLE ACHAVAL,CALLE PUBLICA S/N MANZANA 22,1,13O,5,2869,2873,1406,1-13O,,Capital,CHACHAPOYAS,Córdoba,,,
ESC BRIG SAN MARTIN,DOMINGO MARIMON/GABRIEL ORTEGA,1,14A,13,2895,2907,4513,1-14A,,Capital,ARGUELLO NORTE,Córdoba,,,
ESC RICARDO NASSIF,MARTIN FERMIN 7400,1,14A,12,2908,2919,4166,1-14A,,Capital,ARGUELLO NORTE,Córdoba,,,
ESC MARTHA A SALOTTI,JULIO BEJANELLE 6200,1,14A,12,2929,2940,4160,1-14A,,Capital,ARGUELLO NORTE,Córdoba,,,
ESC HUGO LEONELLI,ALBERTO FAGE/JULIO BEJANELE,1,14A,9,2920,2928,3121,1-14A,,Capital,ARGUELLO NORTE,Córdoba,,,
ESC JAVIER VILLAFAÑE,MANUEL CALVIÑO ESQ MARIMON,1,14A,7,2941,2947,2430,1-14A,,Capital,ARGUELLO NORTE,Córdoba,,,
ESC MUNIC RAUL V MARTINEZ,NILO PECANHA 7750,1,14B,8,2956,2963,2688,1-14B,,Capital,ARGUELLO PRIMERO,Córdoba,,,
ESC MARTIN DE GÜEMES,MONTUFAR Y CORONADO 7126,1,14B,8,2948,2955,2685,1-14B,,Capital,ARGUELLO PRIMERO,Córdoba,,,
ESC ELISA K DE LIVACK,CUIMAN 6543,1,14B,5,2964,2968,1679,1-14B,,Capital,ARGUELLO PRIMERO,Córdoba,,,
INST  LA INMACULADA,LEON XIII 8626,1,14C,15,2969,2983,5029,1-14C,,Capital,ARGUELLO SEGUNDO,Córdoba,,,
ESC JUAN ZORRILA DE SAN MARTIN,JOSE E BUSTOS 1875,1,14D,10,2993,3002,3379,1-14D,,Capital,CERRO DE LAS ROSAS,Córdoba,,,
ESC INGENIERO VICTOR REE,FDO FADER 3821,1,14D,9,2984,2992,3046,1-14D,,Capital,CERRO DE LAS ROSAS,Córdoba,,,
ESC NIÑAS DE AYOHUMA,VALERIO BETA 7300,1,14E,9,3008,3016,3116,1-14E,,Capital,CERRO NORTE,Córdoba,,,
ESC MODESTA RODRIGUEZ,VALERIO BETA N° 7323 (iglesia),1,14E,5,3003,3007,1733,1-14E,,Capital,CERRO NORTE,Córdoba,,,
ESC GERONIMO GRAGERA,MOLLEYACO/PAYEN,1,14E,5,3017,3021,1727,1-14E,,Capital,CERRO NORTE,Córdoba,,,
ESC DR ALEJANDRO GALLARDO,AGUSTIN ALCAIN 6032,1,14F,11,3022,3032,3666,1-14F,,Capital,GRANJA DE FUNES,Córdoba,,,
ESC JAVIER LAZCANO COLODRERO,RAIMUNDO CAPARROZ 7309,1,14F,9,3033,3041,2995,1-14F,,Capital,GRANJA DE FUNES,Córdoba,,,
ESC. F. LELOIR  ( IPEM 202),LOS POLACOS 6072,1,14G,10,3060,3069,3373,1-14G,,Capital,LOS BOULEVARES,Córdoba,,,
ESC MUNIC ING MASJOAN,SANTA CATALINA Y LOS SICILIANOS,1,14G,9,3042,3050,3031,1-14G,,Capital,LOS BOULEVARES,Córdoba,,,
ESC JUAN MARIA GUTIERREZ,BV LOS ALEMANES 4180,1,14G,9,3051,3059,3030,1-14G,,Capital,LOS BOULEVARES,Córdoba,,,
ESC ARTEMIO ARAN,JACINTO YABEN 6500,1,14H,10,3070,3079,3281,1-14H,,Capital,MERCANTIL,Córdoba,,,
ESC MUNIC MAESTRO M OLIVA,GABRIEL TOMASSINI 6951,1,14H,5,3080,3084,1633,1-14H,,Capital,MERCANTIL,Córdoba,,,
ESC MUNIC ARSENIO MURUGARREN,PIZARRO Y GRASS,1,14I,9,3092,3100,3067,1-14I,,Capital,SANTA CECILIA,Córdoba,,,
ESC MAESTROS PUNTANOS,JULIO VIGGIANO ESSAIN 4590,1,14I,7,3085,3091,2392,1-14I,,Capital,SANTA CECILIA,Córdoba,,,
INST SEC REPUBLICA DE ITALIA,DONACIANO DEL CAMPILLO 851,1,14J,8,3116,3123,2736,1-14J,,Capital,URCA,Córdoba,,,
ESC  REPUBLICA DEL LIBANO,IGARZABAL 1250,1,14J,8,3108,3115,2735,1-14J,,Capital,URCA,Córdoba,,,
ESC  REPUBLICA DE PANAMA,MARIANO MANSILLA 1025,1,14J,7,3101,3107,2394,1-14J,,Capital,URCA,Córdoba,,,
ESC MUNIC DR RAUL FERNANDEZ,CRUZ ALTA 8500,1,14K,8,3124,3131,2629,1-14K,,Capital,VILLA ALLENDE PARQUE,Córdoba,,,
JARDIN MATERNAL TRAVESURAS,MULUCHES 9601,1,14K,3,3132,3134,983,1-14K,,Capital,VILLA ALLENDE PARQUE,Córdoba,,,
ESC  NUEVA JUAN MANTOVANI,AVOGADRO Y GAUSS 5725,1,14L,8,3135,3142,2705,1-14L,,Capital,VILLA BELGRANO,Córdoba,,,
ESC  RICARDO PALMA,D'ALEMBERT Y GAUSS,1,14L,7,3143,3149,2364,1-14L,,Capital,VILLA BELGRANO,Córdoba,,,
INST  SAUL TABORDA,OB MOSCOSO Y PERALTA 2772,1,14M,12,3150,3161,4068,1-14M,,Capital,VILLA CENTENARIO,Córdoba,,,
ESC PRIMERA JUNTA,C DE ARREDONDO 4446,1,14M,12,3162,3173,4049,1-14M,,Capital,VILLA CENTENARIO,Córdoba,,,
ESC LUZ VIEYRA MENDEZ,OB MOSCOSO Y PERALRA 2772,1,14M,4,3174,3177,1345,1-14M,,Capital,VILLA CENTENARIO,Córdoba,,,
ESC MUNIC DR HORACIO GARCIA,TABACUE 9162,1,14N,8,3178,3185,2598,1-14N,,Capital,VILLA CORNU,Córdoba,,,
IPEM 16 MA.SALEME DE BURNICHON,TABACUE 9242,1,14N,6,3186,3191,1940,1-14N,,Capital,VILLA CORNU,Córdoba,,,
INSTITUTO LEON XIII,AV BODEREAU 7850,1,14O,9,3192,3200,3125,1-14O,,Capital,VILLA 9 DE JULIO,Córdoba,,,
ESC MUNIC SAUL TABORDA,COQUENA 7985,1,14O,7,3201,3207,2429,1-14O,,Capital,VILLA 9 DE JULIO,Córdoba,,,
MARIA SANCHEZ MENDEVILLE,E.BODEREAU 7720,1,14O,6,3208,3213,2085,1-14O,,Capital,VILLA 9 DE JULIO,Córdoba,,,
ESC MUNIC DR JORGE ORGAZ,LAGUNA LARGA/R LUNA,1,14P,7,3214,3220,2242,1-14P,,Capital,VILLA RIVERA INDARTE,Córdoba,,,
IPEM N° 17,LAGUNA LARGA ESQ.RINCON DE LUNA,1,14P,4,3221,3224,1279,1-14P,,Capital,VILLA RIVERA INDARTE,Córdoba,,,
INST. TEC. ISAAC NEWTON,MOLINO DE TORRES 6635,1,14Q,4,3225,3228,1289,1-14Q,,Capital,VILLA WARCALDE,Córdoba,,,
