escuela,direccion,localidad,distrito_nro,ditrito_name,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,georeferencia
ESCUELA PROV. ANTONIO SOBRAL,PUBLICA,,4,CORDOBA,20,SAN JUSTO,288A,VILLA SAN ESTEBAN,1,7295,7295,194,
ESC PROV RAMON J CARCANO,PUBLICA S/N,,4,CORDOBA,20,SAN JUSTO,291A,COLONIA ANITA,1,7324,7324,78,
ESC PROV MARIANO MORENO,ALTE BROWN 231,,4,CORDOBA,20,SAN JUSTO,294,LA PAQUITA,3,7337,7339,1018,
ESC PROV NICOLAS AVELLANEDA,SARMIENTO S/N,,4,CORDOBA,20,SAN JUSTO,294A,COLONIA VALTELINA,1,7340,7340,171,
ESC.PROV.J.M.ESTRADA,PUBLICA,,4,CORDOBA,20,SAN JUSTO,295A,TORO PUJIO,1,7346,7346,291,
ESC BARTOLOME MITRE,SGTO CABRAL 521,,4,CORDOBA,20,SAN JUSTO,298,LAS VARILLAS,10,7392,7401,3400,
ESC CONSTANCIO LUXARDO,PUBLICA S/N,,4,CORDOBA,20,SAN JUSTO,299,LUXARDO,2,7402,7403,364,
ESC PROV GRAL SAN MARTIN,PUBLICA S/N,,4,CORDOBA,20,SAN JUSTO,302,MAUNIER,1,7414,7414,134,
ESC PROV SANTIAGO DERQUI,JUAREZ CELMAN 357,,4,CORDOBA,20,SAN JUSTO,306,PROSPERIDAD,2,7486,7487,548,
ESC PROV PRIMERA JUNTA,9 DE JULIO 576,,4,CORDOBA,20,SAN JUSTO,309,SAN BARTOLOME,5,7499,7503,1728,
ESC EMILIO F OLMOS (IPEM N°50),RIVADAVIA 679,,4,CORDOBA,20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,13,7504,7516,4511,
ESC GENERAL MITRE,SANTA FE 538,,4,CORDOBA,20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,10,7517,7526,3470,
COL SUP SAN MARTIN,PJE CHAMPAGNAT 57,,4,CORDOBA,20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,13,7527,7539,4498,
ESCUELA 2 DE ABRIL,FALUCHO Y PEATONAL LARREA N S/N,,4,CORDOBA,20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,10,7540,7549,3460,
ESCUELA RIO NEGRO,CASEROS 518,,4,CORDOBA,20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,11,7550,7560,3806,
ESCUELA N AVELLANEDA,RIVADAVIA 648,,4,CORDOBA,20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,16,7561,7576,5536,
ESCUELA RAFAEL NUÑEZ,PARAGUAY 1776,,4,CORDOBA,20,SAN JUSTO,310,SAN FRANCISCO SECC. SUR,9,7577,7585,3114,
ESC JOSE BERRNARDO ITURRASPE,CABRERA 1736,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,17,7586,7602,5899,
ESC DOMINGO F SARMIENTO,ALMAFUERTE 104,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,10,7603,7612,3470,
COL SAN FCO DE ASIS,JUAN JOSE PASO 1650,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,9,7613,7621,3115,
COLEGIO SAGRADO CORAZON,25 DE MAYO 1414,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,6,7622,7627,2076,
ESCUELA PRIMERA JUNTA,ENTRE RIOS 2505,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,11,7628,7638,3806,
ESC PTE HIPOLITO IRIGOYEN,JUJUY 205,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,13,7639,7651,4498,
ESC JOSE MARIA PAZ,REPUBLICA DEL LIBANO 1009,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,12,7652,7663,4152,
INST PASCUAL BAILON SOSA,AV TRIGUEROS 151,,4,CORDOBA,20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,3,7664,7666,1038,
ESC VICTOR MERCANTE,ANATOLE FRANCE 360,,4,CORDOBA,21,SANTA MARIA,316,ALTA GRACIA,8,7695,7702,2760,
ESC REPUBLICA ITALIANA,COLEGIO 127 LALAHENES,,4,CORDOBA,21,SANTA MARIA,316,ALTA GRACIA,8,7745,7752,2760,
ESCUELA CURA ELEODORO FIERRO,RAMON J CARCANO 135,,4,CORDOBA,21,SANTA MARIA,316,ALTA GRACIA,13,7767,7779,4472,
ESC PTE HIPOLITO IRIGOYEN,RIVADAVIA 49,,4,CORDOBA,21,SANTA MARIA,316,ALTA GRACIA,5,7805,7809,1720,
IPEM N° 118-JUANA AZURDUY,SALOMON PALACIOS,,4,CORDOBA,21,SANTA MARIA,316A,ANIZACATE,6,7810,7815,2040,
ESC PROV CATALINA E DE BARON,ANICETO GRANADO S/N,,4,CORDOBA,21,SANTA MARIA,316E,LOS CEDROS,4,7828,7831,1219,
IPET N°118 AZURDUY (CIRC 316A),SALOMON PALACIOS S/N,,4,CORDOBA,21,SANTA MARIA,316F,VALLE DE ANIZACATE,3,7832,7834,1040,
ESCUELA ATAHULPA YUPANQUI,SARMIENTO S/N,,4,CORDOBA,21,SANTA MARIA,316H,VILLA LA BOLSA,4,7840,7843,1103,
ESC PROV B DE MONTEAGUDO,CALLE PUBLICA P/ANIZACATE,,4,CORDOBA,21,SANTA MARIA,317,BAJO CHICO,1,7856,7856,324,
OLEGARIO V ANDRADE (CIRC 322),PUBLICA S/N -COSME NORTE,,4,CORDOBA,21,SANTA MARIA,320,BUENA VISTA,1,7864,7864,19,
ESC PROV OLEGARIO V ANDRADE,PUBLICA S/N,,4,CORDOBA,21,SANTA MARIA,322,COSME,1,7865,7865,48,
ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,,4,CORDOBA,21,SANTA MARIA,324,FALDA DEL CARMEN,5,7884,7888,1433,
ESC PROV FRAY J S MARIA DE ORO,CRUCERO GENERAL BELGRANO S/N,,4,CORDOBA,21,SANTA MARIA,326B,BARRIO PRIMERO DE MAYO,5,7925,7929,1730,
JARDIN MARTIN M DE GUEMES,PUBLICA S/N,,4,CORDOBA,21,SANTA MARIA,326C,SAN NICOLAS,2,7936,7937,614,
ESC.DELL'ARMELLINA,ITALIA,,4,CORDOBA,21,SANTA MARIA,327,MONTE RALO,2,7938,7939,481,
ESC IPEM 32-EST POT DE GARAY,LAS MONJITAS S/N,,4,CORDOBA,21,SANTA MARIA,328,POTRERO DE GARAY,4,7940,7943,1363,
ESC.PROV.J.B.CABRAL,PUBLICA,,4,CORDOBA,21,SANTA MARIA,329,SAN CLEMENTE,1,7947,7947,201,
ESC.PROV.FCO.PASCACIO MORENO,POZO NUEVO,,4,CORDOBA,22,SOBREMONTE,332,POZO NUEVO,2,7966,7967,547,
ESC PROV MARIANO MORENO,PUBLICA S/N,,4,CORDOBA,22,SOBREMONTE,334,CHUÑAHUASI,1,7970,7970,337,
ESC.M.G.PONCE,DUSSAN ALACEVICH 86,,4,CORDOBA,23,TERCERO ARRIBA,337,ASCASUBI,7,8010,8016,2309,
ESC PROV JUAN B ALBERDI,SANTA ROSA 171,,4,CORDOBA,23,TERCERO ARRIBA,337A,CNIA ALMADA,2,8017,8018,562,
ESC PROV GRAL J DE SAN MARTIN,PABLO A PIZZURNO 149,,4,CORDOBA,23,TERCERO ARRIBA,338,CORRALITO,5,8019,8023,1695,
ESC VICENTE LOPEZ Y PLANES,SAN MARTIN 346,,4,CORDOBA,23,TERCERO ARRIBA,343,LOS ZORROS,2,8086,8087,621,
ESC.PROV. REYES CATOLICOS,RIVADAVIA 198,,4,CORDOBA,23,TERCERO ARRIBA,346,PAMPAYASTA SUD,4,8123,8126,1274,
ESC.PROV.S.A.GUTIERREZ,PUBLICA,,4,CORDOBA,23,TERCERO ARRIBA,347,PUNTA DEL AGUA,1,8127,8127,226,
ESC PROV MODESTO ACUÑA,AMINTA R DE HERRERA 455,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,12,8129,8140,4152,
ESC GREGORIA I PEREZ,ANGELINA ORTIZ ESQ INDEPENDENCIA S/N,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,10,8205,8214,3450,
INST LINO ENEAS SPILIMBERGO,INT.DE BUENO Y SAN PEDRO,,4,CORDOBA,23,TERCERO ARRIBA,348,RIO TERCERO,4,8241,8244,1380,
ESC PROV GRAL BATOLOME MITRE,SAN JUAN ESQ BELGRANO,,4,CORDOBA,23,TERCERO ARRIBA,349A,GENERAL FOTHERINGHAM,1,8268,8268,340,
ESC PROV BERNARDINO RIVADAVIA,PUBLICA S/N,,4,CORDOBA,24,TOTORAL,351A,LA PAMPA,3,8275,8277,729,
ESC.PROV.J.F.KENNEDY,LIDORO CENTURION 324,,4,CORDOBA,24,TOTORAL,352,LAS PEÑAS,5,8278,8282,1715,
ESC PROV PEDRO N ARIAS,PUBLICA S/N,,4,CORDOBA,24,TOTORAL,352A,LOS MISTOLES,1,8283,8283,149,
ESC PROV GREGORIA MATORRAS,PUBLICA S/N,,4,CORDOBA,24,TOTORAL,354,SANTA CATALINA,1,8285,8285,251,
ESC.PROV.F.AMEGHINO,PUBLICA,,4,CORDOBA,24,TOTORAL,356,SIMBOLAR,1,8290,8290,330,
ESC.PROV.CNEL. PRINGLES,PUBLICA- CAMINO A SAN LORENZO,,4,CORDOBA,24,TOTORAL,357,SINSACATE,6,8291,8296,1995,
ESC.PROV.24 DE SEPTIEMBRE,8 DE DICIEMBRE S/N,,4,CORDOBA,24,TOTORAL,358,SITON,2,8297,8298,653,
ESC PROV MARIANO MORENO,PUBLICA S/N,,4,CORDOBA,25,TULUMBA,360,CHURQUI CAÑADA,1,8323,8323,151,
ESC PROV JOSE MARMOL,CAMINO PROVINCIAL S/N,,4,CORDOBA,25,TULUMBA,363,ISLA DE SAN ANTONIO,1,8333,8333,49,
ESC LUIS E JUNCOS(EX NAC 212),LAS MASITAS,,4,CORDOBA,25,TULUMBA,365,LAS MASITAS,1,8348,8348,14,
ESC.MARIA L.ROBLEDO,PUBLICA,,4,CORDOBA,25,TULUMBA,366,LUCIO V MANSILLA,4,8349,8352,1055,
ESC.PROV.D.F.SARMIENTO,JAVIER GARCIA,,4,CORDOBA,25,TULUMBA,367,ROSARIO DEL SALADILLO,2,8353,8354,451,
ESC.PROV.V.MERCANTE,ONCATIVO,,4,CORDOBA,25,TULUMBA,368,SAN JOSE DE LAS SALINAS,2,8355,8356,654,
ESC MANUEL BELGRANO,9 DE JULIO S/N,,4,CORDOBA,25,TULUMBA,369,SAN PEDRO NORTE,2,8357,8358,600,
ESC.PROV.DR.GARCIA GONZALEZ,JULIO A ROCA 115,,4,CORDOBA,26,UNION,372,ALTO ALEGRE,4,8367,8370,1144,
ESCUELA N°9,BALLESTEROS SUD,,4,CORDOBA,26,UNION,374,BALLESTEROS SUD,3,8384,8386,854,
ESC PONCIANO VIVANCO,AMEGHINO 155,,4,CORDOBA,26,UNION,375,BELL VILLE,16,8445,8460,5504,
CENTRO POLIVALENTE DE ARTE,INTENDENTE MARTIN BARCIA 845,,4,CORDOBA,26,UNION,375,BELL VILLE,2,8476,8477,688,
ESC PROV B ERNARDINO RIVADAVIA,RIVADAVIA 360,,4,CORDOBA,26,UNION,376,BISMARCK,2,8478,8479,420,
ESC PROV ALMAFUERTE,PUBLICA S/N,,4,CORDOBA,26,UNION,377,BREMEN,1,8480,8480,239,
ESC DE COM JOSE M.ESTRADA,BELGRANO 548,,4,CORDOBA,26,UNION,381,CINTRA,5,8505,8509,1421,
ESC PROV B QUINQUELA MARTIN,SANTA FE S/N,,4,CORDOBA,26,UNION,382,CHILIBROSTE,2,8510,8511,653,
ESCUELA AMADEO AUCHTER,CALLE 10 N°119,,4,CORDOBA,26,UNION,394,ORDOÑEZ,7,8590,8596,2381,
ESC.PROV.M.SASTRE,PUBLICA,,4,CORDOBA,26,UNION,396A,VILLA LOS PATOS,1,8628,8628,34,
ESC.PROV.P.PIZZURNO,MAESTRO FERNANDEZ 538,,4,CORDOBA,26,UNION,397,SAN ANTONIO,5,8629,8633,1516,
IPEM 167 JOSE MANUEL ESTRADA,B. DE O HIGGINS 2656,,4,CORDOBA,1,CAPITAL,12F,JOSE HERNANDEZ,10,2400,2409,3422,
ESC JOSE M ESTRADA,AV B DE O HIGGINS KM 8 1/2,,4,CORDOBA,1,CAPITAL,12H,LOS CERVECEROS,7,2467,2473,2422,
J DE INF RAUL A.FERREYRA,B DE O HIGGINS 3500,,4,CORDOBA,1,CAPITAL,12H,LOS CERVECEROS,3,2474,2476,1038,
ESC   RICARDO PALMA,D ALEMBERT Y GAUSS,,4,CORDOBA,1,CAPITAL,14L,VILLA BELGRANO,7,3168,3174,2394,
JOSE LUIS SERCIC,PEREZ CORREA 1500,,4,CORDOBA,1,CAPITAL,7E,MARQUES DE SOBREMONTE,8,820,827,2768,
ESC PETER PAN,P DE GUZMAN 131,,4,CORDOBA,1,CAPITAL,7E,MARQUES DE SOBREMONTE,15,802,816,5198,
ESC NACIONES UNIDAS,CTDA 8 s/n,,4,CORDOBA,1,CAPITAL,7F,JORGE NEWBERY,9,845,853,3096,
ESC FRANCISCO VIDAL,FRAGUEIRO 4200,,4,CORDOBA,1,CAPITAL,7G,PANAMERICANO,12,878,889,4062,
ESC JUVENILIA,ZARATE 2083,,4,CORDOBA,1,CAPITAL,9C,LOS PARAISOS,7,1072,1078,2408,
ESC SANTA TERESA DE JESUS,OBISPO TREJO Y SANABRIA 160,,4,CORDOBA,1,CAPITAL,1,SECCIONAL PRIMERA,10,38,47,3420,
ESC JUAN BAUTISTA ALBERDI,GRAL PAZ 486,,4,CORDOBA,1,CAPITAL,2,SECCIONAL SEGUNDA,18,48,65,6145,
ESC MARIANO MORENO,SANTA ROSA ESQ SANTA FE 1299,,4,CORDOBA,1,CAPITAL,3,SECCIONAL TERCERA,13,113,125,4472,
ESC GDOR ALVAREZ,C ARENAL 699,,4,CORDOBA,1,CAPITAL,4,NUEVA CORDOBA,9,160,168,3105,
FAC DE CIENCIAS ECONOMICAS,AV VALPARAISO CDAD UNIVERSITARIA,,4,CORDOBA,1,CAPITAL,4,NUEVA CORDOBA,18,169,186,6194,
ESC ERNESTO BANCALARI,MONTERROSO 4597,,4,CORDOBA,1,CAPITAL,4A,PUEBLO LAS FLORES,7,187,193,2422,
ESC ALMAFUERTE,CHANETON 390,,4,CORDOBA,1,CAPITAL,4A,PUEBLO LAS FLORES,7,194,200,2422,
ESC COM R ECHEGOYEN,J I DIAZ 200,,4,CORDOBA,1,CAPITAL,4A,PUEBLO LAS FLORES,8,201,208,2768,
ESC ING MASJOAN,P.L.DE CABRERA ESQ.TANTI B°V. REVOL,,4,CORDOBA,1,CAPITAL,4B,VILLA REVOL,9,265,273,3096,
ESC SAN JOSE DE CALASANZ,PIZARRO ESQ. NIVOLI,,4,CORDOBA,1,CAPITAL,4C,INAUDI,6,285,290,1996,
COL VILLA EUCARISTICA,CNO A SAN CARLOS KM.5 1/2,,4,CORDOBA,1,CAPITAL,4D,VILLA EUCARISTICA,7,299,305,2225,
ESC ESPAÑA,M BRAVO Y ENTRE RIOS,,4,CORDOBA,1,CAPITAL,5,ALTAMIRA,17,322,338,5780,
ESC MUNICIPAL A GASTALDI,ALMAGRO 5500,,4,CORDOBA,1,CAPITAL,5A,COLONIA LOLA,6,363,368,1998,
ESC   9 DE JULIO,JOSE A CABRERA 4717,,4,CORDOBA,1,CAPITAL,5B,DEAN FUNES,6,379,384,1888,
ESC MARTIN DE GÜEMES,OBPO CASTELLANOS 256,,4,CORDOBA,1,CAPITAL,5D,MALDONADO,9,444,452,3069,
ESC TENIENTE GRAL ARAMBURU,GARIBALDI B°ALTO GRAL PAZ 710,,4,CORDOBA,1,CAPITAL,6,ALTO GRAL PAZ,9,564,572,2951,
COL   SAN RAMON NONATO,AVDA   PATRIA   B°ALTO GRAL PAZ 282,,4,CORDOBA,1,CAPITAL,6,ALTO GRAL PAZ,7,573,579,2289,
ESC VAN GELDEREN,CNO CHACRA DE LA MERCED KM 6 1/2,,4,CORDOBA,1,CAPITAL,6B,CHACRA DE LA MERCED,1,581,581,216,
ESC GABRIELA MISTRAL,LEONOR DE TEJEDA 1353,,4,CORDOBA,1,CAPITAL,6D,JUNIORS,10,617,626,3390,
ESC BRIGADIER C SAAVEDRA,ARENALES Y LA PLATA,,4,CORDOBA,1,CAPITAL,6D,JUNIORS,12,627,638,4059,
ESC TRANSITO CACERES DE ALLEND,CNO CHACRA DE LA MERCED KM 9 Y 1/2,,4,CORDOBA,1,CAPITAL,6E,LA FLORESTA SUD,7,639,645,2291,
ESC R GÜIRALDES,24 DE SETIEMBRE 2400,,4,CORDOBA,1,CAPITAL,6F,YAPEYU,12,646,657,4092,
ESC JORGE NEWBERY (CIRC 7F),MATIENZO 5895,,4,CORDOBA,1,CAPITAL,7,AEROPUERTO,1,670,670,112,
ESC   UNESCO,JUAN B JUSTO/AV N SRA D LOS MILAGROS,,4,CORDOBA,1,CAPITAL,7A,GUIÑAZU,14,677,690,4747,
ESC MANUEL LUCERO,MANUEL LUCERO 560,,4,CORDOBA,1,CAPITAL,7B,ALTA CORDOBA,19,691,709,6555,
INST CORAZON DE MARIA,A DEL VISO 445,,4,CORDOBA,1,CAPITAL,7B,ALTA CORDOBA,14,721,734,4830,
INST NUESTRA MADRE DE LA MERCE,M FRAGUEIRO 2400,,4,CORDOBA,1,CAPITAL,7B,ALTA CORDOBA,13,735,747,4476,
ESC J NEWBERY,MATIENZO 5895,,4,CORDOBA,1,CAPITAL,7C,CNO. A PAJAS BLANCAS,1,757,757,8,
ESC PTE SARMIENTO,R SAENZ PEÑA 1212,,4,CORDOBA,1,CAPITAL,7D,COFICO,11,758,768,3718,
ESC PCIA DE FORMOSA,RODRIGUEZ PEÑA 1548,,4,CORDOBA,1,CAPITAL,7D,COFICO,8,769,776,2703,
ESC HONORATO LACONI,T DE IROBI,,4,CORDOBA,1,CAPITAL,7E,MARQUES DE SOBREMONTE,15,787,801,5205,
IPEM 338,FRANCISCO SUAREZ 3760,,4,CORDOBA,1,CAPITAL,7E,MARQUES DE SOBREMONTE,7,828,834,2422,
ESC JORGE NEWBERY,BENJAMIN MATIENZO 5895,,4,CORDOBA,1,CAPITAL,7F,JORGE NEWBERY,10,835,844,3440,
IPEM 121 PAEZ MOLINA,ORIGONE ESQ CAROLA LORENZINI,,4,CORDOBA,1,CAPITAL,7F,JORGE NEWBERY,5,854,858,1715,
ESC ARTURO CAPDEVILA,AVELLANEDA 4100,,4,CORDOBA,1,CAPITAL,7G,PANAMERICANO,12,866,877,4068,
"IPEM 199 ""JUAN EMILIO REMONDA""",SOSA REVELLO Y 15 DE SEPTIEMBRE 590,,4,CORDOBA,1,CAPITAL,7G,PANAMERICANO,7,890,896,2366,
ESC EMILIO E SANCHEZ,ANTONIO MACHONI 1700,,4,CORDOBA,1,CAPITAL,8A,PALMAR,12,900,911,4073,
ESC FRAY J A DE SAN ALBERTO,ESQUIU 1340,,4,CORDOBA,1,CAPITAL,8B,PUEYRREDON,7,912,918,2408,
INST OBISPO CAIXAL,ANA M JANER 1250,,4,CORDOBA,1,CAPITAL,8B,PUEYRREDON,8,919,926,2752,
ESC DEAN FUNES,ANA M JANER 1551,,4,CORDOBA,1,CAPITAL,8B,PUEYRREDON,10,927,936,3440,
ESC TRINIDAD MORENO,E SAN MARTIN 1251,,4,CORDOBA,1,CAPITAL,8C,VILLA LOS PINOS,12,970,981,4068,
ESC ALMIRANTE BROWN,SAN MARTIN S/N°,,4,CORDOBA,1,CAPITAL,8C,VILLA LOS PINOS,13,982,994,4400,
ESC   RICARDO ROJAS,J.LOPEZ 2050,,4,CORDOBA,1,CAPITAL,9B,LAS MARGARITAS,8,1028,1035,2672,
ESC CONGRESO DE TUCUMAN,MALVINO 2772,,4,CORDOBA,1,CAPITAL,9B,LAS MARGARITAS,6,1036,1041,2004,
ESC MIGUEL RODRIGUEZ DE LA TOR,LA GRANJA 3199,,4,CORDOBA,1,CAPITAL,9B,LAS MARGARITAS,10,1042,1051,3333,
COLEGIO FERMIN LAFITTE,FCO VALLE 2443,,4,CORDOBA,1,CAPITAL,9C,LOS PARAISOS,10,1062,1071,3440,
ESC PCIA DE MISIONES,FIRPO 2254,,4,CORDOBA,1,CAPITAL,9C,LOS PARAISOS,14,1079,1092,4810,
ESC PTE HIPOLITO YRIGOYEN,CASTRO BARROS 802,,4,CORDOBA,1,CAPITAL,9E,PROVIDENCIA,15,1120,1134,5033,
ESC ANTONIO DEL VISO,SAAVEDRA 619,,4,CORDOBA,1,CAPITAL,9F,SAN MARTIN,13,1135,1147,4420,
INST INMACULADA CONCEPCION,CASTRO BARROS 1316,,4,CORDOBA,1,CAPITAL,9F,SAN MARTIN,17,1148,1164,5777,
ESC J DE SAN MARTIN,CERRITO Y GALAN,,4,CORDOBA,1,CAPITAL,9F,SAN MARTIN,7,1165,1171,2373,
COL NTRA SEÑORA DE LA MERCED,ZELAYA 140,,4,CORDOBA,1,CAPITAL,9F,SAN MARTIN,8,1172,1179,2712,
INST EDUCACION CORDOBA,FERREYRA Y FRIULI,,4,CORDOBA,1,CAPITAL,10,BELLA VISTA,19,1211,1229,6517,
IPEM 311,USUAHIA 2150,,4,CORDOBA,1,CAPITAL,10A,CABILDO,6,1259,1264,2016,
ESC GDOR J B BUSTOS,CACHEUTA Y BRANDAN,,4,CORDOBA,1,CAPITAL,10B,CIUDADELA,11,1288,1298,3718,
J DE INF REPUBLICA DE SIRIA,VIRGILIO MOYANO 830,,4,CORDOBA,1,CAPITAL,10B,CIUDADELA,2,1299,1300,676,
ESC ALEJANDRO CARBO,ICHO CRUZ S/N°,,4,CORDOBA,1,CAPITAL,10C,COMERCIAL,16,1301,1316,5376,
ESC MUNIC AZOR GRIMAUT,SOBREMONTE Y RIO III,,4,CORDOBA,1,CAPITAL,10C,COMERCIAL,5,1317,1321,1679,
ESC MUNIC CESAR E ROMERO,PUBLICA S/N,,4,CORDOBA,1,CAPITAL,10E,ESTACION FLORES,6,1365,1370,2034,
COL NUESTRA SEÑORA DE FATIMA,VARELA ORTIZ 2600,,4,CORDOBA,1,CAPITAL,10F,MATIENZO,13,1381,1393,4511,
ESC ADOLFO SALDIAS,BOLIVAR 896,,4,CORDOBA,1,CAPITAL,10G,OBSERVATORIO,8,1461,1468,2768,
ESC GDOR EMILIO OLMOS,AV FUERZA AEREA,,4,CORDOBA,1,CAPITAL,10H,PARQUE CAPITAL,10,1469,1478,3380,
ESC MUNIC DR A DEL CASTILLO,UNO ESQ DOCE,,4,CORDOBA,1,CAPITAL,10H,PARQUE CAPITAL,7,1493,1499,2366,
IPEM 154 MARTIN M DE GUEMES,O NAVARRO 2751,,4,CORDOBA,1,CAPITAL,10H,PARQUE CAPITAL,6,1500,1505,2024,
PRIMARIA ELPIDIO TORRES,CALLE PUBLICA S/N,,4,CORDOBA,1,CAPITAL,10I,PARQUE HORIZONTE,12,1506,1517,4046,
IPEM 357 (SEC ELPIDIO TORRES),CALLE PUBLICA S/N,,4,CORDOBA,1,CAPITAL,10I,PARQUE HORIZONTE,13,1524,1536,4381,
ESC BANDERA ARGENTINA,CASADO 634,,4,CORDOBA,1,CAPITAL,10J,SANTA ISABEL,11,1537,1547,3754,
ESCUELA DON ORIONE,J.B.COTTOLENGO 1955,,4,CORDOBA,1,CAPITAL,10J,SANTA ISABEL,12,1548,1559,4092,
ESC MUNIC FERNANDEZ ORDOÑEZ,OLAVARRIA S/N°,,4,CORDOBA,1,CAPITAL,10J,SANTA ISABEL,7,1560,1566,2387,
ESC BENITO SORIA,BARBADOS Y HAITI,,4,CORDOBA,1,CAPITAL,10K,VICOR,11,1574,1584,3817,
COLEGIO PRIVADO SAN ISIDRO,ARMADA ARGENTINA 3648,,4,CORDOBA,1,CAPITAL,10K,VICOR,5,1585,1589,1734,
ESC PROV DE SGO DEL ESTERO,CALLE 49S/N,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,8,1596,1603,2776,
ESC MUNIC ALICIA MOREAU DE JUS,PILCOMAYO S/N°,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,8,1614,1621,2776,
COL SAN JOSE OBRERO,ARANI Y PJE. 17,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,6,1633,1638,2082,
ESC VICENTE FORESTIERI,ANIZACATE/CALLE 49,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,9,1643,1651,3123,
IPEM 123BLANCA ECHEMENDI,IBARRA ESQUINA COSQUIN,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,10,1652,1661,3466,
ESC PATRICIAS MENDOCINAS,IBARRA ESQ FORESITERI,,4,CORDOBA,1,CAPITAL,10L,VILLA EL LIBERTADOR,5,1662,1666,1730,
ESC PRIMARIA GRACIELA DEL RIO,CALE S/N,,4,CORDOBA,1,CAPITAL,10M,AMPLIACION CABILDO,6,1667,1672,1868,
ESC PQUIAL,SAN JOSE 252,,4,CORDOBA,1,CAPITAL,11A,ALTO ALBERDI,12,1687,1698,4164,
ESC SUP DE COMERCIO H VIEYTES,CASEROS Y VIEYTES,,4,CORDOBA,1,CAPITAL,11A,ALTO ALBERDI,10,1699,1708,3470,
ESC BLAS PARERA,MONS DE ANDREA 1044,,4,CORDOBA,1,CAPITAL,11A,ALTO ALBERDI,7,1709,1715,2427,
ESC MOYANO COUDERT,DUARTE QUIROS 3950,,4,CORDOBA,1,CAPITAL,11A,ALTO ALBERDI,4,1751,1754,1384,
INSTITUTO TECNICO DON BOSCO,J VESPIGNANI 215,,4,CORDOBA,1,CAPITAL,11B,DON BOSCO,9,1755,1763,3033,
ESC ANTARTIDA ARGENTINA,CAMINO A LA CALERA S/N KM 6,,4,CORDOBA,1,CAPITAL,11B,DON BOSCO,11,1764,1774,3706,
ESC MANUEL E PIZARRO,DUARTE QUIROS 4725,,4,CORDOBA,1,CAPITAL,11C,LAS PALMAS,14,1791,1804,4746,
IPEM MARCELA B. MOYANO COUDERT,DUARTE QUIROS 3915,,4,CORDOBA,1,CAPITAL,11C,LAS PALMAS,5,1812,1816,1695,
INST JESUS MARIA,VIEYTES 1607,,4,CORDOBA,1,CAPITAL,11D,LOS NARANJOS,18,1817,1834,6162,
ESC REPUBLICA DEL PERU,GOYENA Y GOMEZ CARRILLO,,4,CORDOBA,1,CAPITAL,11D,LOS NARANJOS,12,1835,1846,4104,
ESC A CAPDEVILA,ALBERTO WILLIAMS ESQ.LOS PLATANOS,,4,CORDOBA,1,CAPITAL,11E,LOS PLATANOS,7,1879,1885,2422,
ESC PADRE T GAMBINO,OCHO ESQ NUEVE,,4,CORDOBA,1,CAPITAL,11E,LOS PLATANOS,10,1886,1895,3454,
ESC PEREZ BULNES,J DE BARRIENTOS ESQ FORMOSA,,4,CORDOBA,1,CAPITAL,11G,PARQUE REPUBLICA,11,1935,1945,3816,
ESC ATILIO ARGÜELLO,PUBLICA S/N,,4,CORDOBA,1,CAPITAL,11G,PARQUE REPUBLICA,10,1946,1955,3460,
ESC MAURO FERNANDEZ,AV ALBARRACIN 4237,,4,CORDOBA,1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,10,1998,2007,3410,
INST. SEC. JUAN M. E ROSAS,CAMILOTTI ESQ SANTIBAÑEZ,,4,CORDOBA,1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,8,2026,2033,2720,
ESC ROMA,ECHEVERRIA 370,,4,CORDOBA,1,CAPITAL,11J,SANTA ANA,17,2034,2050,5882,
