mesa,url_gob,id_ubicacion,id_publicacion,cant_mesas_procesadas,hora_proceso,clase_ubicacion,cant_votantes,cant_votos_positivos,porcentaje_mesas_procesadas,descripcion_ubicacion,Partido Unión Ciudadana,Vecinalismo Independiente,Movimiento Avanzada Socialista,MST - Nueva Izquierda,Córdoba Cambia,Frente de Izquierda y de los Trabajadores,Hacemos por Córdoba,Unión Cívica Radical,Unite por la Libertad y la Dignidad,Encuentro Vecinal Córdoba,Política Abierta para la Integridad Social (P.A.I.S.),Movimiento de Acción Vecinal,Movimiento Libres del Sur,Voto en BLANCO,Votos IMPUGNADOS,Votos NULOS,Votos RECURRIDOS,cargo,porcentaje_participacion,cant_votos_negativos
1817,https://datosoficiales.com.ar/resultados/CO/1/112/157/1817/INT.json,CO.1.112.157.1817,41,1,2019-05-12 22:00:01,Mesa,266,259,100.0,1817,3,0,0,3,53,13,91,48,0,14,0,0,19,15,0,1,6,INT,77.551,7
1818,https://datosoficiales.com.ar/resultados/CO/1/112/157/1818/INT.json,CO.1.112.157.1818,48,1,2019-05-12 22:35:01,Mesa,263,249,100.0,1818,4,0,0,8,58,19,71,45,0,14,1,0,7,22,1,12,1,INT,76.4534,14
1819,https://datosoficiales.com.ar/resultados/CO/1/112/157/1819/INT.json,CO.1.112.157.1819,44,1,2019-05-12 22:15:01,Mesa,254,254,100.0,1819,2,7,3,6,58,15,65,49,0,19,0,1,10,19,0,0,0,INT,74.269,0
1820,https://datosoficiales.com.ar/resultados/CO/1/112/158/1820/INT.json,CO.1.112.158.1820,56,1,2019-05-12 23:15:01,Mesa,266,252,100.0,1820,2,3,0,9,61,7,86,43,1,16,0,0,10,14,0,11,3,INT,77.3255,14
1821,https://datosoficiales.com.ar/resultados/CO/1/112/158/1821/INT.json,CO.1.112.158.1821,60,1,2019-05-12 23:35:01,Mesa,252,239,100.0,1821,2,2,0,1,48,13,82,43,0,19,0,0,5,24,0,12,1,INT,73.4693,13
1822,https://datosoficiales.com.ar/resultados/CO/1/112/158/1822/INT.json,CO.1.112.158.1822,61,1,2019-05-12 23:40:01,Mesa,243,228,100.0,1822,7,1,0,2,50,9,57,52,2,22,0,0,10,16,0,14,1,INT,71.2609,15
1823,https://datosoficiales.com.ar/resultados/CO/1/112/158/1823/INT.json,CO.1.112.158.1823,54,1,2019-05-12 23:05:01,Mesa,261,252,100.0,1823,2,3,3,4,48,9,95,62,3,14,0,0,0,9,0,9,0,INT,76.3157,9
1824,https://datosoficiales.com.ar/resultados/CO/1/112/158/1824/INT.json,CO.1.112.158.1824,45,1,2019-05-12 22:20:01,Mesa,277,264,100.0,1824,1,2,1,5,64,14,89,44,1,14,0,1,14,14,0,13,0,INT,80.9941,13
1825,https://datosoficiales.com.ar/resultados/CO/1/112/158/1825/INT.json,CO.1.112.158.1825,65,1,2019-05-13 00:00:01,Mesa,243,230,100.0,1825,1,6,3,2,42,33,64,38,0,13,7,0,14,7,0,10,3,INT,70.8454,13
1826,https://datosoficiales.com.ar/resultados/CO/1/112/158/1826/INT.json,CO.1.112.158.1826,53,1,2019-05-12 23:00:01,Mesa,265,249,100.0,1826,2,5,4,4,51,16,81,44,1,13,0,1,15,12,0,16,0,INT,77.0348,16
1827,https://datosoficiales.com.ar/resultados/CO/1/112/158/1827/INT.json,CO.1.112.158.1827,40,1,2019-05-12 21:55:01,Mesa,264,251,100.0,1827,2,4,1,5,63,8,72,49,0,20,0,0,14,13,0,6,7,INT,76.9679,13
1828,https://datosoficiales.com.ar/resultados/CO/1/112/158/1828/INT.json,CO.1.112.158.1828,41,1,2019-05-12 22:00:01,Mesa,246,238,100.0,1828,1,6,0,3,48,12,76,41,0,16,0,0,27,8,0,6,2,INT,72.1407,8
1829,https://datosoficiales.com.ar/resultados/CO/1/112/158/1829/INT.json,CO.1.112.158.1829,43,1,2019-05-12 22:10:01,Mesa,266,256,100.0,1829,2,5,1,9,53,17,87,40,0,16,0,1,6,19,0,10,0,INT,77.551,10
1830,https://datosoficiales.com.ar/resultados/CO/1/112/158/1830/INT.json,CO.1.112.158.1830,70,1,2019-05-13 00:25:01,Mesa,205,199,100.0,1830,0,3,1,7,64,11,67,17,0,16,0,0,10,3,0,6,0,INT,60.2941,6
1832,https://datosoficiales.com.ar/resultados/CO/1/112/159/1832/INT.json,CO.1.112.159.1832,46,1,2019-05-12 22:25:01,Mesa,263,249,100.0,1832,2,6,0,9,61,14,84,35,0,11,1,0,11,15,0,14,0,INT,77.5811,14
1833,https://datosoficiales.com.ar/resultados/CO/1/112/159/1833/INT.json,CO.1.112.159.1833,54,1,2019-05-12 23:05:01,Mesa,267,257,100.0,1833,3,4,0,8,63,10,65,66,0,16,0,0,11,11,0,8,2,INT,78.5294,10
1834,https://datosoficiales.com.ar/resultados/CO/1/112/159/1834/INT.json,CO.1.112.159.1834,43,1,2019-05-12 22:10:01,Mesa,242,227,100.0,1834,1,3,0,9,45,9,66,47,0,16,0,6,8,17,0,15,0,INT,70.3488,15
1835,https://datosoficiales.com.ar/resultados/CO/1/112/159/1835/INT.json,CO.1.112.159.1835,53,1,2019-05-12 23:00:01,Mesa,251,245,100.0,1835,2,3,0,3,60,9,81,44,1,11,0,0,11,20,0,6,0,INT,73.3918,6
1836,https://datosoficiales.com.ar/resultados/CO/1/112/159/1836/INT.json,CO.1.112.159.1836,60,1,2019-05-12 23:35:01,Mesa,260,257,100.0,1836,1,3,0,5,64,15,71,62,1,12,0,1,11,11,0,3,0,INT,75.5813,3
1837,https://datosoficiales.com.ar/resultados/CO/1/112/159/1837/INT.json,CO.1.112.159.1837,41,1,2019-05-12 22:00:01,Mesa,260,250,100.0,1837,4,2,0,5,50,15,84,49,0,13,0,0,12,16,0,4,6,INT,76.2463,10
1838,https://datosoficiales.com.ar/resultados/CO/1/112/159/1838/INT.json,CO.1.112.159.1838,44,1,2019-05-12 22:15:01,Mesa,254,248,100.0,1838,1,3,1,6,66,11,80,43,1,8,0,1,11,16,0,5,1,INT,74.4868,6
195,https://datosoficiales.com.ar/resultados/CO/1/112/16/195/INT.json,CO.1.112.16.195,96,1,2019-05-13 02:35:01,Mesa,270,254,100.0,195,2,2,1,7,50,7,84,68,1,13,0,0,9,10,0,16,0,INT,77.5862,16
196,https://datosoficiales.com.ar/resultados/CO/1/112/16/196/INT.json,CO.1.112.16.196,63,1,2019-05-12 23:50:01,Mesa,274,258,100.0,196,0,3,1,5,59,11,75,59,0,11,0,0,12,22,0,16,0,INT,78.7356,16
197,https://datosoficiales.com.ar/resultados/CO/1/112/16/197/INT.json,CO.1.112.16.197,45,1,2019-05-12 22:20:01,Mesa,267,246,100.0,197,2,3,0,3,49,10,70,82,1,8,2,0,12,4,0,21,0,INT,76.7241,21
198,https://datosoficiales.com.ar/resultados/CO/1/112/16/198/INT.json,CO.1.112.16.198,57,1,2019-05-12 23:20:01,Mesa,266,237,100.0,198,0,5,1,4,56,9,75,43,0,13,0,0,6,25,0,21,8,INT,76.4367,29
199,https://datosoficiales.com.ar/resultados/CO/1/112/16/199/INT.json,CO.1.112.16.199,54,1,2019-05-12 23:05:01,Mesa,250,243,100.0,199,4,1,0,4,74,9,69,59,4,14,0,0,0,5,0,7,0,INT,72.0461,7
200,https://datosoficiales.com.ar/resultados/CO/1/112/16/200/INT.json,CO.1.112.16.200,51,1,2019-05-12 22:50:01,Mesa,281,268,100.0,200,0,0,0,6,57,11,88,58,0,17,1,1,11,18,0,13,0,INT,80.7471,13
201,https://datosoficiales.com.ar/resultados/CO/1/112/16/201/INT.json,CO.1.112.16.201,50,1,2019-05-12 22:45:02,Mesa,263,252,100.0,201,0,1,1,3,56,13,65,57,1,22,1,0,14,18,0,10,1,INT,76.2318,11
1839,https://datosoficiales.com.ar/resultados/CO/1/112/160/1839/INT.json,CO.1.112.160.1839,56,1,2019-05-12 23:15:01,Mesa,246,236,100.0,1839,1,2,1,1,43,12,100,35,1,13,0,0,11,16,0,10,0,INT,70.4871,10
1840,https://datosoficiales.com.ar/resultados/CO/1/112/160/1840/INT.json,CO.1.112.160.1840,97,1,2019-05-13 02:40:01,Mesa,59,59,100.0,1840,0,0,0,0,12,3,10,20,1,4,0,0,9,0,0,0,0,INT,16.954,0
1841,https://datosoficiales.com.ar/resultados/CO/1/112/160/1841/INT.json,CO.1.112.160.1841,93,1,2019-05-13 02:20:01,Mesa,264,253,100.0,1841,1,0,1,3,52,6,112,37,0,8,0,1,13,19,0,11,0,INT,75.4285,11
1842,https://datosoficiales.com.ar/resultados/CO/1/112/160/1842/INT.json,CO.1.112.160.1842,78,1,2019-05-13 01:05:01,Mesa,269,259,100.0,1842,0,6,3,3,48,14,72,50,0,18,4,0,8,33,0,9,1,INT,77.5216,10
1843,https://datosoficiales.com.ar/resultados/CO/1/112/160/1843/INT.json,CO.1.112.160.1843,46,1,2019-05-12 22:25:01,Mesa,262,259,100.0,1843,1,2,1,5,52,16,108,42,1,0,3,0,3,25,0,3,0,INT,75.5043,3
1844,https://datosoficiales.com.ar/resultados/CO/1/112/160/1844/INT.json,CO.1.112.160.1844,47,1,2019-05-12 22:30:01,Mesa,263,239,100.0,1844,0,6,0,4,44,10,86,47,0,17,1,0,9,15,0,24,0,INT,76.0115,24
1845,https://datosoficiales.com.ar/resultados/CO/1/112/160/1845/INT.json,CO.1.112.160.1845,96,1,2019-05-13 02:35:01,Mesa,249,236,100.0,1845,1,1,0,7,37,10,99,41,0,7,0,0,7,26,0,13,0,INT,71.7579,13
1846,https://datosoficiales.com.ar/resultados/CO/1/112/160/1846/INT.json,CO.1.112.160.1846,94,1,2019-05-13 02:25:01,Mesa,255,222,100.0,1846,1,3,1,2,54,7,87,33,0,12,0,0,0,22,0,25,8,INT,72.8571,33
1847,https://datosoficiales.com.ar/resultados/CO/1/112/160/1847/INT.json,CO.1.112.160.1847,38,1,2019-05-12 21:45:01,Mesa,250,238,100.0,1847,0,2,1,1,42,4,96,46,0,13,1,0,13,19,0,12,0,INT,71.839,12
1848,https://datosoficiales.com.ar/resultados/CO/1/112/160/1848/INT.json,CO.1.112.160.1848,42,1,2019-05-12 22:05:01,Mesa,240,223,100.0,1848,2,4,1,4,45,8,107,34,0,16,1,1,0,0,0,17,0,INT,69.3641,17
1849,https://datosoficiales.com.ar/resultados/CO/1/112/160/1849/INT.json,CO.1.112.160.1849,62,1,2019-05-12 23:45:01,Mesa,262,232,100.0,1849,7,0,0,7,42,15,109,30,1,14,1,0,3,3,0,12,18,INT,76.3848,30
1850,https://datosoficiales.com.ar/resultados/CO/1/112/160/1850/INT.json,CO.1.112.160.1850,39,1,2019-05-12 21:50:01,Mesa,242,230,100.0,1850,1,1,1,0,50,7,90,56,0,13,0,1,0,10,0,12,0,INT,69.3409,12
1851,https://datosoficiales.com.ar/resultados/CO/1/112/161/1851/INT.json,CO.1.112.161.1851,54,1,2019-05-12 23:05:01,Mesa,271,256,100.0,1851,0,1,1,3,59,8,99,51,0,6,3,0,9,16,3,12,0,INT,77.6504,15
1852,https://datosoficiales.com.ar/resultados/CO/1/112/161/1852/INT.json,CO.1.112.161.1852,45,1,2019-05-12 22:20:01,Mesa,259,251,100.0,1852,1,1,1,3,60,8,115,31,1,11,0,0,5,14,0,8,0,INT,74.0,8
1853,https://datosoficiales.com.ar/resultados/CO/1/112/161/1853/INT.json,CO.1.112.161.1853,48,1,2019-05-12 22:35:01,Mesa,259,247,100.0,1853,0,1,0,4,52,17,98,30,0,12,1,0,11,21,0,12,0,INT,74.212,12
1854,https://datosoficiales.com.ar/resultados/CO/1/112/161/1854/INT.json,CO.1.112.161.1854,40,1,2019-05-12 21:55:01,Mesa,263,249,100.0,1854,3,1,0,2,58,13,100,34,0,3,0,1,4,30,0,14,0,INT,76.0115,14
1855,https://datosoficiales.com.ar/resultados/CO/1/112/161/1855/INT.json,CO.1.112.161.1855,37,1,2019-05-12 21:40:01,Mesa,255,239,100.0,1855,2,5,1,2,50,11,94,40,1,7,1,1,6,18,0,16,0,INT,73.0659,16
1856,https://datosoficiales.com.ar/resultados/CO/1/112/161/1856/INT.json,CO.1.112.161.1856,49,1,2019-05-12 22:40:01,Mesa,263,246,100.0,1856,0,2,0,4,58,9,84,43,1,8,1,1,11,24,0,17,0,INT,75.3581,17
1857,https://datosoficiales.com.ar/resultados/CO/1/112/161/1857/INT.json,CO.1.112.161.1857,49,1,2019-05-12 22:40:01,Mesa,259,253,100.0,1857,3,1,1,4,41,10,112,38,2,9,2,2,9,19,2,4,0,INT,74.8554,6
1858,https://datosoficiales.com.ar/resultados/CO/1/112/161/1858/INT.json,CO.1.112.161.1858,54,1,2019-05-12 23:05:01,Mesa,268,248,100.0,1858,0,3,0,6,64,8,91,44,0,7,1,0,11,13,0,18,2,INT,76.7908,20
1859,https://datosoficiales.com.ar/resultados/CO/1/112/161/1859/INT.json,CO.1.112.161.1859,61,1,2019-05-12 23:40:01,Mesa,253,239,100.0,1859,1,1,2,0,56,7,104,29,1,6,1,2,10,19,0,13,1,INT,72.7011,14
1860,https://datosoficiales.com.ar/resultados/CO/1/112/161/1860/INT.json,CO.1.112.161.1860,39,1,2019-05-12 21:50:01,Mesa,259,250,100.0,1860,2,0,0,3,52,5,92,48,0,7,1,0,14,26,0,9,0,INT,74.4252,9
1861,https://datosoficiales.com.ar/resultados/CO/1/112/161/1861/INT.json,CO.1.112.161.1861,52,1,2019-05-12 22:55:02,Mesa,270,252,100.0,1861,2,2,0,6,45,8,84,46,0,11,1,0,17,30,0,18,0,INT,77.3638,18
1862,https://datosoficiales.com.ar/resultados/CO/1/112/162/1862/INT.json,CO.1.112.162.1862,59,1,2019-05-12 23:30:01,Mesa,248,233,100.0,1862,0,6,0,2,54,10,90,31,0,18,0,0,6,16,0,14,1,INT,71.6763,15
1863,https://datosoficiales.com.ar/resultados/CO/1/112/162/1863/INT.json,CO.1.112.162.1863,59,1,2019-05-12 23:30:01,Mesa,281,266,100.0,1863,1,5,2,5,50,18,102,34,1,11,0,0,7,30,0,12,3,INT,80.5157,15
1864,https://datosoficiales.com.ar/resultados/CO/1/112/162/1864/INT.json,CO.1.112.162.1864,51,1,2019-05-12 22:50:01,Mesa,251,239,100.0,1864,1,3,1,0,50,7,104,27,0,6,0,3,11,26,0,12,0,INT,72.3342,12
1865,https://datosoficiales.com.ar/resultados/CO/1/112/162/1865/INT.json,CO.1.112.162.1865,50,1,2019-05-12 22:45:02,Mesa,247,236,100.0,1865,0,2,0,3,53,7,79,47,0,11,0,4,15,15,0,10,1,INT,70.5714,11
1866,https://datosoficiales.com.ar/resultados/CO/1/112/162/1866/INT.json,CO.1.112.162.1866,53,1,2019-05-12 23:00:01,Mesa,232,232,100.0,1866,1,2,1,3,59,8,101,29,0,14,1,1,12,0,0,0,0,INT,66.4756,0
1867,https://datosoficiales.com.ar/resultados/CO/1/112/162/1867/INT.json,CO.1.112.162.1867,60,1,2019-05-12 23:35:01,Mesa,290,285,100.0,1867,1,2,2,3,41,10,101,59,0,6,0,0,11,49,0,2,3,INT,83.3333,5
1869,https://datosoficiales.com.ar/resultados/CO/1/112/163/1869/INT.json,CO.1.112.163.1869,60,1,2019-05-12 23:35:01,Mesa,259,243,100.0,1869,0,4,0,3,46,10,101,24,1,12,0,0,13,29,0,16,0,INT,74.6397,16
1870,https://datosoficiales.com.ar/resultados/CO/1/112/163/1870/INT.json,CO.1.112.163.1870,34,1,2019-05-12 21:25:01,Mesa,266,246,100.0,1870,0,4,0,4,50,7,106,35,1,12,1,0,8,18,0,20,0,INT,76.2177,20
1871,https://datosoficiales.com.ar/resultados/CO/1/112/163/1871/INT.json,CO.1.112.163.1871,39,1,2019-05-12 21:50:01,Mesa,274,264,100.0,1871,1,3,2,5,51,8,96,56,0,12,3,0,6,21,0,8,2,INT,78.51,10
1872,https://datosoficiales.com.ar/resultados/CO/1/112/163/1872/INT.json,CO.1.112.163.1872,33,1,2019-05-12 21:20:01,Mesa,256,236,100.0,1872,0,3,1,4,52,5,92,44,0,8,1,0,10,16,0,13,7,INT,73.3524,20
1873,https://datosoficiales.com.ar/resultados/CO/1/112/163/1873/INT.json,CO.1.112.163.1873,52,1,2019-05-12 22:55:02,Mesa,260,240,100.0,1873,3,2,1,2,57,3,79,17,0,19,1,0,16,40,0,19,1,INT,75.1445,20
1874,https://datosoficiales.com.ar/resultados/CO/1/112/163/1874/INT.json,CO.1.112.163.1874,55,1,2019-05-12 23:10:01,Mesa,260,248,100.0,1874,3,6,0,3,71,13,94,18,0,12,1,0,8,19,0,12,0,INT,74.7126,12
1875,https://datosoficiales.com.ar/resultados/CO/1/112/163/1875/INT.json,CO.1.112.163.1875,55,1,2019-05-12 23:10:01,Mesa,248,236,100.0,1875,1,1,0,2,54,12,97,41,1,11,0,0,6,10,0,12,0,INT,72.093,12
1876,https://datosoficiales.com.ar/resultados/CO/1/112/163/1876/INT.json,CO.1.112.163.1876,48,1,2019-05-12 22:35:01,Mesa,255,246,100.0,1876,0,3,0,3,51,11,96,34,0,16,0,0,10,22,0,9,0,INT,73.6994,9
1877,https://datosoficiales.com.ar/resultados/CO/1/112/163/1877/INT.json,CO.1.112.163.1877,59,1,2019-05-12 23:30:01,Mesa,238,238,100.0,1877,0,0,0,0,56,8,88,33,0,12,0,2,14,25,0,0,0,INT,68.1948,0
1878,https://datosoficiales.com.ar/resultados/CO/1/112/163/1878/INT.json,CO.1.112.163.1878,53,1,2019-05-12 23:00:01,Mesa,243,216,100.0,1878,0,2,1,4,49,7,86,40,0,17,0,0,9,1,0,11,16,INT,69.6275,27
1879,https://datosoficiales.com.ar/resultados/CO/1/112/164/1879/INT.json,CO.1.112.164.1879,54,1,2019-05-12 23:05:01,Mesa,241,228,100.0,1879,2,3,0,2,41,5,103,44,0,6,2,0,14,6,6,6,1,INT,69.6531,13
1880,https://datosoficiales.com.ar/resultados/CO/1/112/164/1880/INT.json,CO.1.112.164.1880,54,1,2019-05-12 23:05:01,Mesa,265,252,100.0,1880,2,2,1,2,44,7,95,46,1,16,0,0,14,22,0,12,1,INT,76.3688,13
1881,https://datosoficiales.com.ar/resultados/CO/1/112/164/1881/INT.json,CO.1.112.164.1881,61,1,2019-05-12 23:40:01,Mesa,255,241,100.0,1881,3,4,0,7,46,17,82,47,2,15,0,1,3,14,0,11,3,INT,73.0659,14
1882,https://datosoficiales.com.ar/resultados/CO/1/112/164/1882/INT.json,CO.1.112.164.1882,43,1,2019-05-12 22:10:01,Mesa,252,238,100.0,1882,2,2,3,5,53,6,93,36,0,10,0,1,8,19,0,13,1,INT,72.8323,14
1883,https://datosoficiales.com.ar/resultados/CO/1/112/164/1883/INT.json,CO.1.112.164.1883,51,1,2019-05-12 22:50:01,Mesa,267,241,100.0,1883,2,2,0,6,51,11,83,41,0,13,1,0,8,23,0,25,1,INT,76.7241,26
1884,https://datosoficiales.com.ar/resultados/CO/1/112/164/1884/INT.json,CO.1.112.164.1884,59,1,2019-05-12 23:30:01,Mesa,275,269,100.0,1884,5,7,1,4,70,9,96,40,0,7,0,1,11,18,0,4,2,INT,79.2507,6
1897,https://datosoficiales.com.ar/resultados/CO/1/112/165/1897/INT.json,CO.1.112.165.1897,46,1,2019-05-12 22:25:01,Mesa,253,239,100.0,1897,1,3,0,4,51,7,85,40,0,21,1,2,13,11,0,12,2,INT,74.852,14
1898,https://datosoficiales.com.ar/resultados/CO/1/112/165/1898/INT.json,CO.1.112.165.1898,46,1,2019-05-12 22:25:01,Mesa,245,234,100.0,1898,0,4,2,2,65,5,85,31,0,13,0,1,15,11,0,11,0,INT,72.9166,11
1899,https://datosoficiales.com.ar/resultados/CO/1/112/165/1899/INT.json,CO.1.112.165.1899,50,1,2019-05-12 22:45:02,Mesa,251,243,100.0,1899,1,2,0,7,60,7,74,41,0,23,0,0,7,21,0,8,0,INT,74.4807,8
1900,https://datosoficiales.com.ar/resultados/CO/1/112/165/1900/INT.json,CO.1.112.165.1900,39,1,2019-05-12 21:50:01,Mesa,242,234,100.0,1900,3,1,0,4,55,8,84,47,1,12,0,1,8,10,0,4,4,INT,72.0238,8
1901,https://datosoficiales.com.ar/resultados/CO/1/112/166/1901/INT.json,CO.1.112.166.1901,43,1,2019-05-12 22:10:01,Mesa,210,209,100.0,1901,1,0,0,2,45,14,84,41,0,9,0,1,12,0,1,0,0,INT,62.3145,1
1902,https://datosoficiales.com.ar/resultados/CO/1/112/166/1902/INT.json,CO.1.112.166.1902,61,1,2019-05-12 23:40:01,Mesa,264,250,100.0,1902,3,1,104,0,53,1,0,12,1,11,40,2,9,13,0,12,2,INT,78.5714,14
1903,https://datosoficiales.com.ar/resultados/CO/1/112/166/1903/INT.json,CO.1.112.166.1903,58,1,2019-05-12 23:25:01,Mesa,270,259,100.0,1903,2,2,1,4,53,13,86,63,0,11,1,0,7,16,0,4,7,INT,80.1186,11
1904,https://datosoficiales.com.ar/resultados/CO/1/112/166/1904/INT.json,CO.1.112.166.1904,61,1,2019-05-12 23:40:01,Mesa,255,236,100.0,1904,2,2,0,7,44,9,104,31,0,10,0,0,14,13,2,15,2,INT,76.1194,19
1905,https://datosoficiales.com.ar/resultados/CO/1/112/166/1905/INT.json,CO.1.112.166.1905,41,1,2019-05-12 22:00:01,Mesa,253,244,100.0,1905,0,2,1,3,64,5,75,55,2,9,0,0,11,17,0,9,0,INT,75.2976,9
1906,https://datosoficiales.com.ar/resultados/CO/1/112/166/1906/INT.json,CO.1.112.166.1906,22,1,2019-05-12 20:25:01,Mesa,254,243,100.0,1906,0,2,0,5,53,8,76,50,0,21,2,0,9,17,0,11,0,INT,76.0479,11
1907,https://datosoficiales.com.ar/resultados/CO/1/112/166/1907/INT.json,CO.1.112.166.1907,29,1,2019-05-12 21:00:01,Mesa,251,236,100.0,1907,2,4,0,1,1,10,75,43,2,64,1,0,12,21,1,13,1,INT,74.4807,15
1908,https://datosoficiales.com.ar/resultados/CO/1/112/166/1908/INT.json,CO.1.112.166.1908,55,1,2019-05-12 23:10:01,Mesa,264,258,100.0,1908,0,6,0,1,49,13,108,37,0,22,2,0,4,16,0,6,0,INT,79.0419,6
1909,https://datosoficiales.com.ar/resultados/CO/1/112/166/1909/INT.json,CO.1.112.166.1909,56,1,2019-05-12 23:15:01,Mesa,253,242,100.0,1909,6,2,1,2,55,8,84,44,1,6,1,0,9,23,0,11,0,INT,75.0741,11
1910,https://datosoficiales.com.ar/resultados/CO/1/112/167/1910/INT.json,CO.1.112.167.1910,74,1,2019-05-13 00:45:01,Mesa,271,258,100.0,1910,0,1,3,2,61,1,127,21,1,4,1,0,6,30,0,12,1,INT,77.6504,13
1911,https://datosoficiales.com.ar/resultados/CO/1/112/167/1911/INT.json,CO.1.112.167.1911,51,1,2019-05-12 22:50:01,Mesa,236,229,100.0,1911,0,0,2,0,58,4,107,17,1,12,0,1,9,18,0,7,0,INT,67.816,7
1912,https://datosoficiales.com.ar/resultados/CO/1/112/167/1912/INT.json,CO.1.112.167.1912,96,1,2019-05-13 02:35:01,Mesa,250,236,100.0,1912,1,0,1,2,70,4,82,37,0,12,0,0,3,24,0,13,1,INT,71.4285,14
1913,https://datosoficiales.com.ar/resultados/CO/1/112/167/1913/INT.json,CO.1.112.167.1913,64,1,2019-05-12 23:55:01,Mesa,254,246,100.0,1913,1,0,1,10,51,4,100,46,0,11,2,0,2,18,0,4,4,INT,72.9885,8
1914,https://datosoficiales.com.ar/resultados/CO/1/112/167/1914/INT.json,CO.1.112.167.1914,96,1,2019-05-13 02:35:01,Mesa,258,246,100.0,1914,0,1,0,1,50,5,100,40,2,10,0,0,8,29,0,6,6,INT,73.7142,12
1915,https://datosoficiales.com.ar/resultados/CO/1/112/167/1915/INT.json,CO.1.112.167.1915,64,1,2019-05-12 23:55:01,Mesa,253,236,100.0,1915,1,2,1,0,50,5,107,29,0,11,1,0,4,25,0,17,0,INT,72.4928,17
1916,https://datosoficiales.com.ar/resultados/CO/1/112/167/1916/INT.json,CO.1.112.167.1916,49,1,2019-05-12 22:40:01,Mesa,267,267,100.0,1916,1,0,0,3,51,8,110,37,0,11,0,0,6,40,0,0,0,INT,76.5042,0
1917,https://datosoficiales.com.ar/resultados/CO/1/112/167/1917/INT.json,CO.1.112.167.1917,86,1,2019-05-13 01:45:01,Mesa,273,270,100.0,1917,1,0,0,4,73,7,115,22,1,13,0,1,7,26,0,3,0,INT,78.2234,3
1918,https://datosoficiales.com.ar/resultados/CO/1/112/168/1918/INT.json,CO.1.112.168.1918,54,1,2019-05-12 23:05:01,Mesa,353,346,100.0,1918,0,2,0,0,55,5,116,34,0,11,1,1,3,118,0,7,0,INT,102.3188,7
1919,https://datosoficiales.com.ar/resultados/CO/1/112/168/1919/INT.json,CO.1.112.168.1919,45,1,2019-05-12 22:20:01,Mesa,265,247,100.0,1919,1,1,1,4,51,9,95,21,0,10,0,2,11,41,0,18,0,INT,75.9312,18
1920,https://datosoficiales.com.ar/resultados/CO/1/112/168/1920/INT.json,CO.1.112.168.1920,47,1,2019-05-12 22:30:01,Mesa,206,190,100.0,1920,3,3,1,2,29,0,100,16,1,21,6,0,2,6,1,7,8,INT,59.1954,16
1921,https://datosoficiales.com.ar/resultados/CO/1/112/168/1921/INT.json,CO.1.112.168.1921,65,1,2019-05-13 00:00:01,Mesa,270,260,100.0,1921,1,2,2,2,57,9,102,46,1,8,0,0,7,23,0,9,1,INT,77.1428,10
1922,https://datosoficiales.com.ar/resultados/CO/1/112/168/1922/INT.json,CO.1.112.168.1922,53,1,2019-05-12 23:00:01,Mesa,262,250,100.0,1922,1,1,2,2,50,7,111,44,2,8,1,0,5,16,0,12,0,INT,75.2873,12
1923,https://datosoficiales.com.ar/resultados/CO/1/112/168/1923/INT.json,CO.1.112.168.1923,43,1,2019-05-12 22:10:01,Mesa,232,218,100.0,1923,0,3,0,0,48,5,87,36,0,15,0,0,9,15,0,14,0,INT,67.2463,14
1924,https://datosoficiales.com.ar/resultados/CO/1/112/168/1924/INT.json,CO.1.112.168.1924,63,1,2019-05-12 23:50:01,Mesa,267,256,100.0,1924,0,0,0,5,49,8,112,33,0,17,0,0,12,20,0,11,0,INT,76.9452,11
1925,https://datosoficiales.com.ar/resultados/CO/1/112/168/1925/INT.json,CO.1.112.168.1925,51,1,2019-05-12 22:50:01,Mesa,253,234,100.0,1925,0,1,0,4,40,5,107,39,1,9,0,0,7,21,0,19,0,INT,72.9106,19
1926,https://datosoficiales.com.ar/resultados/CO/1/112/168/1926/INT.json,CO.1.112.168.1926,51,1,2019-05-12 22:50:01,Mesa,275,248,100.0,1926,2,1,1,5,66,1,102,28,1,9,1,0,8,23,0,27,0,INT,79.0229,27
1927,https://datosoficiales.com.ar/resultados/CO/1/112/168/1927/INT.json,CO.1.112.168.1927,56,1,2019-05-12 23:15:01,Mesa,254,238,100.0,1927,0,0,0,0,66,3,94,27,0,13,2,1,8,24,1,5,10,INT,73.4104,16
1928,https://datosoficiales.com.ar/resultados/CO/1/112/168/1928/INT.json,CO.1.112.168.1928,49,1,2019-05-12 22:40:01,Mesa,255,241,100.0,1928,1,1,0,7,56,8,102,22,1,15,1,0,8,19,0,4,10,INT,73.2758,14
1929,https://datosoficiales.com.ar/resultados/CO/1/112/169/1929/INT.json,CO.1.112.169.1929,60,1,2019-05-12 23:35:01,Mesa,254,247,100.0,1929,2,1,0,2,58,3,112,36,0,7,0,2,3,21,0,7,0,INT,73.8372,7
1930,https://datosoficiales.com.ar/resultados/CO/1/112/169/1930/INT.json,CO.1.112.169.1930,52,1,2019-05-12 22:55:02,Mesa,242,233,100.0,1930,4,2,0,5,43,3,107,34,1,10,0,1,4,19,0,9,0,INT,69.3409,9
