mesa,url_gob,id_ubicacion,id_publicacion,cant_mesas_procesadas,hora_proceso,clase_ubicacion,cant_votantes,cant_votos_positivos,porcentaje_mesas_procesadas,descripcion_ubicacion,Partido Unión Ciudadana,Vecinalismo Independiente,Movimiento Avanzada Socialista,MST - Nueva Izquierda,Córdoba Cambia,Frente de Izquierda y de los Trabajadores,Hacemos por Córdoba,Unión Cívica Radical,Unite por la Libertad y la Dignidad,Encuentro Vecinal Córdoba,Política Abierta para la Integridad Social (P.A.I.S.),Movimiento de Acción Vecinal,Movimiento Libres del Sur,Voto en BLANCO,Votos IMPUGNADOS,Votos NULOS,Votos RECURRIDOS,cargo,porcentaje_participacion,cant_votos_negativos
514,https://datosoficiales.com.ar/resultados/CO/1/112/41/514/INT.json,CO.1.112.41.514,57,1,2019-05-12 23:20:01,Mesa,248,229,100.0,514,2,4,1,4,43,2,88,40,0,7,2,1,14,21,0,19,0,INT,72.5146,19
515,https://datosoficiales.com.ar/resultados/CO/1/112/41/515/INT.json,CO.1.112.41.515,42,1,2019-05-12 22:05:01,Mesa,242,231,100.0,515,3,2,0,2,37,13,85,50,0,11,0,1,14,13,0,10,1,INT,69.9421,11
516,https://datosoficiales.com.ar/resultados/CO/1/112/41/516/INT.json,CO.1.112.41.516,57,1,2019-05-12 23:20:01,Mesa,228,222,100.0,516,1,0,1,0,59,4,65,47,0,13,1,1,10,20,0,6,0,INT,66.4723,6
517,https://datosoficiales.com.ar/resultados/CO/1/112/41/517/INT.json,CO.1.112.41.517,51,1,2019-05-12 22:50:01,Mesa,228,228,100.0,517,3,2,1,1,45,13,89,41,1,16,1,1,1,13,0,0,0,INT,65.8959,0
518,https://datosoficiales.com.ar/resultados/CO/1/112/41/518/INT.json,CO.1.112.41.518,37,1,2019-05-12 21:40:01,Mesa,232,220,100.0,518,1,4,0,5,43,9,86,31,0,8,1,1,16,15,2,10,0,INT,67.052,12
495,https://datosoficiales.com.ar/resultados/CO/1/112/42/495/INT.json,CO.1.112.42.495,46,1,2019-05-12 22:25:01,Mesa,238,227,100.0,495,0,1,0,6,47,10,66,54,1,16,0,1,6,19,0,11,0,INT,69.5906,11
496,https://datosoficiales.com.ar/resultados/CO/1/112/42/496/INT.json,CO.1.112.42.496,46,1,2019-05-12 22:25:01,Mesa,264,250,100.0,496,2,4,0,3,40,10,97,41,0,13,1,2,16,21,0,8,6,INT,76.5217,14
497,https://datosoficiales.com.ar/resultados/CO/1/112/42/497/INT.json,CO.1.112.42.497,32,1,2019-05-12 21:15:01,Mesa,251,233,100.0,497,2,1,0,2,37,8,89,53,0,14,0,0,8,19,0,10,8,INT,73.3918,18
498,https://datosoficiales.com.ar/resultados/CO/1/112/42/498/INT.json,CO.1.112.42.498,37,1,2019-05-12 21:40:01,Mesa,237,221,100.0,498,2,5,0,4,51,6,73,43,0,12,1,0,9,15,0,16,0,INT,68.4971,16
499,https://datosoficiales.com.ar/resultados/CO/1/112/42/499/INT.json,CO.1.112.42.499,51,1,2019-05-12 22:50:01,Mesa,267,262,100.0,499,3,1,0,3,58,13,105,45,0,6,1,0,8,19,0,5,0,INT,76.9452,5
500,https://datosoficiales.com.ar/resultados/CO/1/112/42/500/INT.json,CO.1.112.42.500,40,1,2019-05-12 21:55:01,Mesa,234,223,100.0,500,1,3,1,2,49,12,64,62,0,10,0,0,6,13,0,11,0,INT,67.826,11
501,https://datosoficiales.com.ar/resultados/CO/1/112/42/501/INT.json,CO.1.112.42.501,40,1,2019-05-12 21:55:01,Mesa,250,230,100.0,501,2,3,0,4,53,12,75,42,1,14,0,0,9,15,1,19,0,INT,72.4637,20
502,https://datosoficiales.com.ar/resultados/CO/1/112/42/502/INT.json,CO.1.112.42.502,31,1,2019-05-12 21:10:01,Mesa,234,224,100.0,502,1,2,0,1,44,15,74,46,2,9,1,0,15,14,0,10,0,INT,68.421,10
503,https://datosoficiales.com.ar/resultados/CO/1/112/42/503/INT.json,CO.1.112.42.503,38,1,2019-05-12 21:45:01,Mesa,244,230,100.0,503,3,0,1,2,45,9,88,42,0,17,1,1,7,14,0,14,0,INT,70.7246,14
504,https://datosoficiales.com.ar/resultados/CO/1/112/42/504/INT.json,CO.1.112.42.504,46,1,2019-05-12 22:25:01,Mesa,240,222,100.0,504,3,1,2,2,42,8,89,38,1,11,0,0,12,13,1,17,0,INT,70.5882,18
519,https://datosoficiales.com.ar/resultados/CO/1/112/43/519/INT.json,CO.1.112.43.519,59,1,2019-05-12 23:30:01,Mesa,253,245,100.0,519,0,2,1,5,48,11,73,54,0,12,0,0,8,31,0,4,4,INT,73.7609,8
520,https://datosoficiales.com.ar/resultados/CO/1/112/43/520/INT.json,CO.1.112.43.520,54,1,2019-05-12 23:05:01,Mesa,235,217,100.0,520,3,4,1,3,39,1,68,17,2,11,45,1,12,10,0,18,0,INT,68.7134,18
521,https://datosoficiales.com.ar/resultados/CO/1/112/43/521/INT.json,CO.1.112.43.521,56,1,2019-05-12 23:15:01,Mesa,216,191,100.0,521,3,2,2,5,43,9,73,43,0,11,0,0,0,0,0,8,17,INT,62.4277,25
522,https://datosoficiales.com.ar/resultados/CO/1/112/43/522/INT.json,CO.1.112.43.522,60,1,2019-05-12 23:35:01,Mesa,242,217,100.0,522,0,3,0,3,50,7,69,37,1,18,4,7,8,10,0,15,10,INT,70.9677,25
523,https://datosoficiales.com.ar/resultados/CO/1/112/43/523/INT.json,CO.1.112.43.523,37,1,2019-05-12 21:40:01,Mesa,228,216,100.0,523,4,1,2,3,46,13,72,42,0,4,1,0,14,14,0,12,0,INT,66.6666,12
524,https://datosoficiales.com.ar/resultados/CO/1/112/43/524/INT.json,CO.1.112.43.524,60,1,2019-05-12 23:35:01,Mesa,228,199,100.0,524,3,4,1,5,44,11,62,50,0,9,1,0,0,9,0,29,0,INT,66.279,29
525,https://datosoficiales.com.ar/resultados/CO/1/112/43/525/INT.json,CO.1.112.43.525,38,1,2019-05-12 21:45:01,Mesa,228,215,100.0,525,4,3,1,2,42,12,75,45,1,8,0,1,10,11,0,13,0,INT,65.8959,13
526,https://datosoficiales.com.ar/resultados/CO/1/112/43/526/INT.json,CO.1.112.43.526,42,1,2019-05-12 22:05:01,Mesa,246,233,100.0,526,1,0,0,5,40,8,87,50,0,11,0,0,13,18,0,13,0,INT,71.0982,13
527,https://datosoficiales.com.ar/resultados/CO/1/112/43/527/INT.json,CO.1.112.43.527,53,1,2019-05-12 23:00:01,Mesa,253,241,100.0,527,0,4,0,4,48,14,88,48,0,9,2,0,12,12,0,12,0,INT,73.7609,12
528,https://datosoficiales.com.ar/resultados/CO/1/112/43/528/INT.json,CO.1.112.43.528,34,1,2019-05-12 21:25:01,Mesa,242,233,100.0,528,2,1,0,2,56,12,83,38,0,16,0,1,12,10,0,9,0,INT,70.5539,9
529,https://datosoficiales.com.ar/resultados/CO/1/112/43/529/INT.json,CO.1.112.43.529,41,1,2019-05-12 22:00:01,Mesa,249,237,100.0,529,1,3,0,5,52,14,78,43,0,7,1,4,9,20,0,12,0,INT,72.5947,12
530,https://datosoficiales.com.ar/resultados/CO/1/112/43/530/INT.json,CO.1.112.43.530,57,1,2019-05-12 23:20:01,Mesa,222,209,100.0,530,0,3,3,4,43,14,63,43,0,15,1,0,0,20,0,13,0,INT,64.9122,13
531,https://datosoficiales.com.ar/resultados/CO/1/112/44/531/INT.json,CO.1.112.44.531,59,1,2019-05-12 23:30:01,Mesa,232,202,100.0,531,0,4,0,2,47,3,74,33,0,4,0,0,10,25,0,0,30,INT,67.8362,30
532,https://datosoficiales.com.ar/resultados/CO/1/112/44/532/INT.json,CO.1.112.44.532,43,1,2019-05-12 22:10:01,Mesa,251,235,100.0,532,1,3,0,3,39,6,96,48,0,10,1,2,9,17,0,11,5,INT,72.9651,16
533,https://datosoficiales.com.ar/resultados/CO/1/112/44/533/INT.json,CO.1.112.44.533,57,1,2019-05-12 23:20:01,Mesa,247,240,100.0,533,2,1,1,5,48,14,89,48,0,6,0,0,11,15,0,7,0,INT,72.647,7
534,https://datosoficiales.com.ar/resultados/CO/1/112/44/534/INT.json,CO.1.112.44.534,49,1,2019-05-12 22:40:01,Mesa,242,234,100.0,534,2,4,0,5,56,14,68,44,1,5,1,0,13,21,0,8,0,INT,69.9421,8
535,https://datosoficiales.com.ar/resultados/CO/1/112/44/535/INT.json,CO.1.112.44.535,47,1,2019-05-12 22:30:01,Mesa,236,230,100.0,535,0,2,0,2,42,9,75,35,3,10,3,1,18,30,0,2,4,INT,68.6046,6
536,https://datosoficiales.com.ar/resultados/CO/1/112/44/536/INT.json,CO.1.112.44.536,53,1,2019-05-12 23:00:01,Mesa,240,226,100.0,536,1,2,0,3,52,11,73,36,0,20,2,2,11,13,0,14,0,INT,69.9708,14
537,https://datosoficiales.com.ar/resultados/CO/1/112/44/537/INT.json,CO.1.112.44.537,59,1,2019-05-12 23:30:01,Mesa,244,244,100.0,537,0,1,0,3,36,10,84,52,1,11,2,0,4,40,0,0,0,INT,70.9302,0
538,https://datosoficiales.com.ar/resultados/CO/1/112/44/538/INT.json,CO.1.112.44.538,55,1,2019-05-12 23:10:01,Mesa,242,232,100.0,538,5,4,0,1,49,8,79,41,1,11,1,1,13,18,0,10,0,INT,71.1764,10
539,https://datosoficiales.com.ar/resultados/CO/1/112/44/539/INT.json,CO.1.112.44.539,37,1,2019-05-12 21:40:01,Mesa,239,227,100.0,539,0,5,1,3,49,14,77,34,1,9,0,1,15,18,0,12,0,INT,69.6793,12
561,https://datosoficiales.com.ar/resultados/CO/1/112/45/561/INT.json,CO.1.112.45.561,60,1,2019-05-12 23:35:01,Mesa,215,205,100.0,561,1,3,1,5,41,13,68,40,0,12,2,0,0,19,0,9,1,INT,65.7492,10
562,https://datosoficiales.com.ar/resultados/CO/1/112/45/562/INT.json,CO.1.112.45.562,52,1,2019-05-12 22:55:02,Mesa,173,173,100.0,562,0,0,1,0,48,9,55,44,0,16,0,0,0,0,0,0,0,INT,52.9051,0
563,https://datosoficiales.com.ar/resultados/CO/1/112/45/563/INT.json,CO.1.112.45.563,50,1,2019-05-12 22:45:02,Mesa,253,234,100.0,563,3,1,1,5,41,4,85,41,0,14,0,1,11,27,4,15,0,INT,77.8461,19
564,https://datosoficiales.com.ar/resultados/CO/1/112/45/564/INT.json,CO.1.112.45.564,52,1,2019-05-12 22:55:02,Mesa,223,219,100.0,564,4,3,0,2,35,9,95,31,0,6,1,1,7,25,0,4,0,INT,68.4049,4
565,https://datosoficiales.com.ar/resultados/CO/1/112/45/565/INT.json,CO.1.112.45.565,42,1,2019-05-12 22:05:01,Mesa,219,211,100.0,565,0,2,2,2,34,8,78,49,0,8,1,0,8,19,0,7,1,INT,67.1779,8
566,https://datosoficiales.com.ar/resultados/CO/1/112/45/566/INT.json,CO.1.112.45.566,34,1,2019-05-12 21:25:01,Mesa,242,234,100.0,566,1,2,2,3,54,11,91,32,1,11,2,1,8,15,0,8,0,INT,74.4615,8
567,https://datosoficiales.com.ar/resultados/CO/1/112/45/567/INT.json,CO.1.112.45.567,34,1,2019-05-12 21:25:01,Mesa,237,228,100.0,567,1,2,0,4,41,10,102,34,1,9,3,0,6,15,0,9,0,INT,73.1481,9
568,https://datosoficiales.com.ar/resultados/CO/1/112/45/568/INT.json,CO.1.112.45.568,46,1,2019-05-12 22:25:01,Mesa,211,211,100.0,568,0,4,1,2,47,18,82,40,0,7,1,1,8,0,0,0,0,INT,64.5259,0
569,https://datosoficiales.com.ar/resultados/CO/1/112/45/569/INT.json,CO.1.112.45.569,36,1,2019-05-12 21:35:02,Mesa,246,240,100.0,569,2,3,0,4,34,11,104,46,1,10,2,1,5,17,0,5,1,INT,75.6923,6
570,https://datosoficiales.com.ar/resultados/CO/1/112/46/570/INT.json,CO.1.112.46.570,67,1,2019-05-13 00:10:01,Mesa,492,240,100.0,570,0,4,1,4,37,16,96,40,0,7,0,0,10,25,246,6,0,INT,151.3846,252
571,https://datosoficiales.com.ar/resultados/CO/1/112/46/571/INT.json,CO.1.112.46.571,63,1,2019-05-12 23:50:01,Mesa,222,212,100.0,571,1,3,0,4,53,11,70,29,0,12,1,2,8,18,0,8,2,INT,67.6829,10
572,https://datosoficiales.com.ar/resultados/CO/1/112/46/572/INT.json,CO.1.112.46.572,53,1,2019-05-12 23:00:01,Mesa,239,225,100.0,572,0,3,0,2,44,7,85,47,0,12,2,0,7,16,0,14,0,INT,72.8658,14
573,https://datosoficiales.com.ar/resultados/CO/1/112/46/573/INT.json,CO.1.112.46.573,65,1,2019-05-13 00:00:01,Mesa,219,210,100.0,573,1,3,2,4,30,11,84,39,1,6,0,0,10,19,0,9,0,INT,68.2242,9
574,https://datosoficiales.com.ar/resultados/CO/1/112/46/574/INT.json,CO.1.112.46.574,63,1,2019-05-12 23:50:01,Mesa,227,211,100.0,574,0,2,1,1,38,8,87,35,0,9,1,0,0,29,0,1,15,INT,68.58,16
575,https://datosoficiales.com.ar/resultados/CO/1/112/46/575/INT.json,CO.1.112.46.575,44,1,2019-05-12 22:15:01,Mesa,216,203,100.0,575,2,1,1,4,35,7,70,42,1,5,2,1,6,26,0,13,0,INT,66.055,13
576,https://datosoficiales.com.ar/resultados/CO/1/112/46/576/INT.json,CO.1.112.46.576,65,1,2019-05-13 00:00:01,Mesa,236,225,100.0,576,0,1,0,0,39,8,101,34,0,12,1,0,9,20,0,11,0,INT,72.3926,11
577,https://datosoficiales.com.ar/resultados/CO/1/112/47/577/INT.json,CO.1.112.47.577,29,1,2019-05-12 21:00:01,Mesa,171,159,100.0,577,1,1,0,3,32,4,69,19,0,3,0,0,4,23,0,11,1,INT,57.9661,12
578,https://datosoficiales.com.ar/resultados/CO/1/112/48/578/INT.json,CO.1.112.48.578,27,1,2019-05-12 20:50:01,Mesa,162,153,100.0,578,0,3,0,1,16,4,84,22,1,4,0,1,5,12,0,9,0,INT,72.9729,9
579,https://datosoficiales.com.ar/resultados/CO/1/112/49/579/INT.json,CO.1.112.49.579,45,1,2019-05-12 22:20:01,Mesa,258,247,100.0,579,3,4,1,6,56,13,70,49,0,26,0,0,9,10,0,8,3,INT,74.7826,11
580,https://datosoficiales.com.ar/resultados/CO/1/112/49/580/INT.json,CO.1.112.49.580,45,1,2019-05-12 22:20:01,Mesa,250,248,100.0,580,1,5,1,6,46,15,71,66,1,12,1,0,9,14,0,2,0,INT,72.4637,2
581,https://datosoficiales.com.ar/resultados/CO/1/112/49/581/INT.json,CO.1.112.49.581,50,1,2019-05-12 22:45:02,Mesa,246,238,100.0,581,1,4,1,3,58,13,65,56,0,18,1,0,9,9,0,6,2,INT,71.0982,8
582,https://datosoficiales.com.ar/resultados/CO/1/112/49/582/INT.json,CO.1.112.49.582,59,1,2019-05-12 23:30:01,Mesa,242,229,100.0,582,3,0,1,4,56,17,58,54,1,15,0,1,6,13,0,11,2,INT,70.5539,13
583,https://datosoficiales.com.ar/resultados/CO/1/112/49/583/INT.json,CO.1.112.49.583,51,1,2019-05-12 22:50:01,Mesa,244,237,100.0,583,1,3,0,7,68,14,59,50,0,18,0,0,5,12,0,2,5,INT,70.9302,7
584,https://datosoficiales.com.ar/resultados/CO/1/112/49/584/INT.json,CO.1.112.49.584,62,1,2019-05-12 23:45:01,Mesa,243,234,100.0,584,2,1,0,7,53,10,71,54,0,12,0,0,7,17,0,7,2,INT,70.2312,9
585,https://datosoficiales.com.ar/resultados/CO/1/112/49/585/INT.json,CO.1.112.49.585,52,1,2019-05-12 22:55:02,Mesa,247,242,100.0,585,1,2,0,5,55,13,64,57,1,15,0,0,18,11,0,4,1,INT,71.3872,5
586,https://datosoficiales.com.ar/resultados/CO/1/112/49/586/INT.json,CO.1.112.49.586,57,1,2019-05-12 23:20:01,Mesa,247,234,100.0,586,1,0,1,2,45,12,72,48,2,16,1,1,18,15,0,7,6,INT,72.0116,13
587,https://datosoficiales.com.ar/resultados/CO/1/112/49/587/INT.json,CO.1.112.49.587,52,1,2019-05-12 22:55:02,Mesa,253,246,100.0,587,0,2,1,5,49,20,82,51,0,13,0,0,4,19,0,7,0,INT,73.1213,7
588,https://datosoficiales.com.ar/resultados/CO/1/112/49/588/INT.json,CO.1.112.49.588,61,1,2019-05-12 23:40:01,Mesa,257,245,100.0,588,0,4,0,3,66,14,58,67,0,13,0,0,11,9,0,2,10,INT,75.1461,12
589,https://datosoficiales.com.ar/resultados/CO/1/112/49/589/INT.json,CO.1.112.49.589,57,1,2019-05-12 23:20:01,Mesa,238,225,100.0,589,1,2,1,8,49,22,55,53,0,8,0,0,11,15,0,13,0,INT,69.3877,13
48,https://datosoficiales.com.ar/resultados/CO/1/112/5/48/INT.json,CO.1.112.5.48,62,1,2019-05-12 23:45:01,Mesa,214,204,100.0,48,0,4,0,5,47,8,61,47,1,16,3,0,6,6,0,2,8,INT,62.573,10
49,https://datosoficiales.com.ar/resultados/CO/1/112/5/49/INT.json,CO.1.112.5.49,39,1,2019-05-12 21:50:01,Mesa,221,214,100.0,49,1,2,2,7,46,18,65,37,0,13,1,0,10,12,0,5,2,INT,64.6198,7
50,https://datosoficiales.com.ar/resultados/CO/1/112/5/50/INT.json,CO.1.112.5.50,59,1,2019-05-12 23:30:01,Mesa,226,212,100.0,50,2,5,0,3,48,11,61,38,2,18,1,0,10,13,2,11,1,INT,66.0818,14
51,https://datosoficiales.com.ar/resultados/CO/1/112/5/51/INT.json,CO.1.112.5.51,56,1,2019-05-12 23:15:01,Mesa,203,191,100.0,51,2,2,0,5,52,6,56,40,2,13,1,0,8,4,0,9,3,INT,59.7058,12
52,https://datosoficiales.com.ar/resultados/CO/1/112/5/52/INT.json,CO.1.112.5.52,49,1,2019-05-12 22:40:01,Mesa,224,211,100.0,52,1,1,1,4,45,18,60,52,1,11,0,0,5,12,0,8,5,INT,65.6891,13
53,https://datosoficiales.com.ar/resultados/CO/1/112/5/53/INT.json,CO.1.112.5.53,51,1,2019-05-12 22:50:01,Mesa,206,197,100.0,53,2,4,0,3,41,14,45,50,1,15,1,1,3,17,0,6,3,INT,60.7669,9
54,https://datosoficiales.com.ar/resultados/CO/1/112/5/54/INT.json,CO.1.112.5.54,60,1,2019-05-12 23:35:01,Mesa,216,207,100.0,54,0,2,0,3,53,13,71,24,0,14,0,1,12,14,0,4,5,INT,63.7168,9
55,https://datosoficiales.com.ar/resultados/CO/1/112/5/55/INT.json,CO.1.112.5.55,53,1,2019-05-12 23:00:01,Mesa,214,209,100.0,55,1,1,0,9,40,13,58,57,0,13,2,0,0,15,0,5,0,INT,62.9411,5
56,https://datosoficiales.com.ar/resultados/CO/1/112/5/56/INT.json,CO.1.112.5.56,50,1,2019-05-12 22:45:02,Mesa,219,207,100.0,56,0,2,1,6,51,11,68,44,0,8,0,2,7,7,0,5,7,INT,64.6017,12
57,https://datosoficiales.com.ar/resultados/CO/1/112/5/57/INT.json,CO.1.112.5.57,44,1,2019-05-12 22:15:01,Mesa,206,204,100.0,57,1,3,2,4,49,11,61,37,1,10,0,2,6,17,0,0,2,INT,60.5882,2
58,https://datosoficiales.com.ar/resultados/CO/1/112/5/58/INT.json,CO.1.112.5.58,49,1,2019-05-12 22:40:01,Mesa,212,207,100.0,58,2,3,0,5,49,10,62,48,1,9,0,2,9,7,0,5,0,INT,61.9883,5
59,https://datosoficiales.com.ar/resultados/CO/1/112/5/59/INT.json,CO.1.112.5.59,43,1,2019-05-12 22:10:01,Mesa,228,216,100.0,59,2,5,1,2,53,13,67,36,1,12,0,0,8,16,0,12,0,INT,67.2566,12
60,https://datosoficiales.com.ar/resultados/CO/1/112/5/60/INT.json,CO.1.112.5.60,47,1,2019-05-12 22:30:01,Mesa,217,205,100.0,60,2,1,1,9,57,11,61,31,0,9,1,0,11,11,0,12,0,INT,63.6363,12
61,https://datosoficiales.com.ar/resultados/CO/1/112/5/61/INT.json,CO.1.112.5.61,55,1,2019-05-12 23:10:01,Mesa,230,217,100.0,61,2,1,5,7,39,17,63,41,0,16,2,0,13,11,0,7,6,INT,67.4486,13
62,https://datosoficiales.com.ar/resultados/CO/1/112/5/62/INT.json,CO.1.112.5.62,96,1,2019-05-13 02:35:01,Mesa,215,215,100.0,62,1,0,1,7,45,9,62,40,1,12,0,0,13,24,0,0,0,INT,62.8654,0
63,https://datosoficiales.com.ar/resultados/CO/1/112/5/63/INT.json,CO.1.112.5.63,56,1,2019-05-12 23:15:01,Mesa,206,196,100.0,63,2,5,0,6,38,14,60,48,1,8,0,0,9,5,0,10,0,INT,60.5882,10
64,https://datosoficiales.com.ar/resultados/CO/1/112/5/64/INT.json,CO.1.112.5.64,59,1,2019-05-12 23:30:01,Mesa,230,223,100.0,64,0,3,0,4,53,10,58,47,1,19,1,0,10,17,0,7,0,INT,67.2514,7
65,https://datosoficiales.com.ar/resultados/CO/1/112/5/65/INT.json,CO.1.112.5.65,58,1,2019-05-12 23:25:01,Mesa,224,215,100.0,65,2,1,0,2,50,14,69,39,0,10,2,0,12,14,0,9,0,INT,66.0766,9
590,https://datosoficiales.com.ar/resultados/CO/1/112/50/590/INT.json,CO.1.112.50.590,58,1,2019-05-12 23:25:01,Mesa,242,232,100.0,590,0,0,1,3,58,11,79,60,0,9,1,0,5,5,0,10,0,INT,71.1764,10
591,https://datosoficiales.com.ar/resultados/CO/1/112/50/591/INT.json,CO.1.112.50.591,46,1,2019-05-12 22:25:01,Mesa,243,235,100.0,591,1,3,1,6,47,17,66,60,0,18,3,0,6,7,1,7,0,INT,71.0526,8
592,https://datosoficiales.com.ar/resultados/CO/1/112/50/592/INT.json,CO.1.112.50.592,52,1,2019-05-12 22:55:02,Mesa,236,228,100.0,592,3,1,1,6,47,14,64,58,0,11,0,0,12,11,0,8,0,INT,68.0115,8
593,https://datosoficiales.com.ar/resultados/CO/1/112/50/593/INT.json,CO.1.112.50.593,40,1,2019-05-12 21:55:01,Mesa,244,236,100.0,593,3,3,0,5,47,15,63,57,0,14,0,0,12,17,0,8,0,INT,71.7647,8
594,https://datosoficiales.com.ar/resultados/CO/1/112/50/594/INT.json,CO.1.112.50.594,46,1,2019-05-12 22:25:01,Mesa,242,231,100.0,594,3,0,1,5,52,16,65,54,0,13,0,0,10,12,0,11,0,INT,70.3488,11
595,https://datosoficiales.com.ar/resultados/CO/1/112/50/595/INT.json,CO.1.112.50.595,43,1,2019-05-12 22:10:01,Mesa,242,231,100.0,595,1,1,1,10,58,21,53,49,0,15,0,0,11,11,0,11,0,INT,70.3488,11
596,https://datosoficiales.com.ar/resultados/CO/1/112/50/596/INT.json,CO.1.112.50.596,42,1,2019-05-12 22:05:01,Mesa,238,225,100.0,596,5,2,0,4,58,13,66,51,0,3,2,2,9,10,4,9,0,INT,69.5906,13
597,https://datosoficiales.com.ar/resultados/CO/1/112/50/597/INT.json,CO.1.112.50.597,31,1,2019-05-12 21:10:01,Mesa,252,235,100.0,597,2,2,0,8,64,13,72,45,0,9,0,1,8,11,0,17,0,INT,73.4693,17
598,https://datosoficiales.com.ar/resultados/CO/1/112/50/598/INT.json,CO.1.112.50.598,57,1,2019-05-12 23:20:01,Mesa,260,253,100.0,598,5,0,1,3,68,9,79,50,0,16,0,1,13,8,0,7,0,INT,75.3623,7
599,https://datosoficiales.com.ar/resultados/CO/1/112/50/599/INT.json,CO.1.112.50.599,56,1,2019-05-12 23:15:01,Mesa,241,232,100.0,599,3,0,0,5,64,12,62,47,0,18,0,1,10,10,0,9,0,INT,69.855,9
600,https://datosoficiales.com.ar/resultados/CO/1/112/50/600/INT.json,CO.1.112.50.600,61,1,2019-05-12 23:40:01,Mesa,250,238,100.0,600,1,4,1,6,67,8,70,54,0,13,0,0,9,5,0,5,7,INT,73.0994,12
601,https://datosoficiales.com.ar/resultados/CO/1/112/50/601/INT.json,CO.1.112.50.601,41,1,2019-05-12 22:00:01,Mesa,226,219,100.0,601,0,3,1,1,55,14,71,46,0,18,1,0,7,2,2,5,0,INT,65.8892,7
602,https://datosoficiales.com.ar/resultados/CO/1/112/50/602/INT.json,CO.1.112.50.602,40,1,2019-05-12 21:55:01,Mesa,253,247,100.0,602,1,0,1,3,58,15,72,51,0,15,0,0,9,22,0,6,0,INT,73.9766,6
603,https://datosoficiales.com.ar/resultados/CO/1/112/50/603/INT.json,CO.1.112.50.603,40,1,2019-05-12 21:55:01,Mesa,238,223,100.0,603,6,2,0,7,48,17,70,49,1,12,0,0,7,4,0,14,1,INT,69.7947,15
604,https://datosoficiales.com.ar/resultados/CO/1/112/50/604/INT.json,CO.1.112.50.604,37,1,2019-05-12 21:40:01,Mesa,249,236,100.0,604,2,1,1,5,59,12,77,46,0,14,0,0,8,11,1,12,0,INT,72.1739,13
605,https://datosoficiales.com.ar/resultados/CO/1/112/51/605/INT.json,CO.1.112.51.605,44,1,2019-05-12 22:15:01,Mesa,244,228,100.0,605,0,2,0,4,49,13,55,67,0,18,1,0,8,11,0,14,2,INT,71.345,16
606,https://datosoficiales.com.ar/resultados/CO/1/112/51/606/INT.json,CO.1.112.51.606,55,1,2019-05-12 23:10:01,Mesa,252,243,100.0,606,3,3,1,7,47,13,68,64,1,11,0,1,10,14,0,5,4,INT,73.0434,9
607,https://datosoficiales.com.ar/resultados/CO/1/112/51/607/INT.json,CO.1.112.51.607,38,1,2019-05-12 21:45:01,Mesa,251,245,100.0,607,0,3,0,5,57,16,79,45,0,12,0,0,17,11,0,6,0,INT,73.1778,6
608,https://datosoficiales.com.ar/resultados/CO/1/112/51/608/INT.json,CO.1.112.51.608,57,1,2019-05-12 23:20:01,Mesa,241,231,100.0,608,1,2,0,4,44,14,78,57,0,9,1,0,14,7,0,10,0,INT,70.2623,10
609,https://datosoficiales.com.ar/resultados/CO/1/112/51/609/INT.json,CO.1.112.51.609,61,1,2019-05-12 23:40:01,Mesa,250,236,100.0,609,0,2,2,3,62,12,73,53,0,12,0,1,4,12,0,0,14,INT,72.6744,14
610,https://datosoficiales.com.ar/resultados/CO/1/112/51/610/INT.json,CO.1.112.51.610,54,1,2019-05-12 23:05:01,Mesa,247,237,100.0,610,3,2,0,1,45,9,73,69,0,9,0,0,13,13,0,10,0,INT,72.434,10
611,https://datosoficiales.com.ar/resultados/CO/1/112/51/611/INT.json,CO.1.112.51.611,43,1,2019-05-12 22:10:01,Mesa,245,239,100.0,611,3,0,0,2,71,12,75,36,0,10,1,0,17,12,0,4,2,INT,71.2209,6
612,https://datosoficiales.com.ar/resultados/CO/1/112/51/612/INT.json,CO.1.112.51.612,45,1,2019-05-12 22:20:01,Mesa,243,233,100.0,612,1,3,2,4,50,22,70,48,0,11,1,0,17,4,0,10,0,INT,70.6395,10
613,https://datosoficiales.com.ar/resultados/CO/1/112/51/613/INT.json,CO.1.112.51.613,54,1,2019-05-12 23:05:01,Mesa,261,254,100.0,613,1,3,10,3,57,8,78,53,0,15,2,0,5,19,0,7,0,INT,75.6521,7
614,https://datosoficiales.com.ar/resultados/CO/1/112/51/614/INT.json,CO.1.112.51.614,52,1,2019-05-12 22:55:02,Mesa,213,213,100.0,614,2,1,1,6,53,12,62,53,1,14,1,0,7,0,0,0,0,INT,61.9186,0
615,https://datosoficiales.com.ar/resultados/CO/1/112/52/615/INT.json,CO.1.112.52.615,38,1,2019-05-12 21:45:01,Mesa,257,243,100.0,615,1,3,0,5,68,16,73,41,0,16,0,0,10,10,0,8,6,INT,74.7093,14
616,https://datosoficiales.com.ar/resultados/CO/1/112/52/616/INT.json,CO.1.112.52.616,55,1,2019-05-12 23:10:01,Mesa,255,245,100.0,616,3,2,0,5,43,22,74,59,1,11,0,0,8,17,0,8,2,INT,73.913,10
617,https://datosoficiales.com.ar/resultados/CO/1/112/52/617/INT.json,CO.1.112.52.617,96,1,2019-05-13 02:35:01,Mesa,270,261,100.0,617,1,2,0,2,78,22,79,49,1,9,0,0,7,11,0,6,3,INT,78.0346,9
